base_cake,truffle_type,primary_flavor,secondary_flavor,color_group,customer,1/2010,2/2010,3/2010,4/2010,5/2010,6/2010,7/2010,8/2010,9/2010,10/2010,11/2010,12/2010,1/2011,2/2011,3/2011,4/2011,5/2011,6/2011,7/2011,8/2011,9/2011,10/2011,11/2011,12/2011,1/2012,2/2012,3/2012,4/2012,5/2012,6/2012,7/2012,8/2012,9/2012,10/2012,11/2012,12/2012,1/2013,2/2013,3/2013,4/2013,5/2013,6/2013,7/2013,8/2013,9/2013,10/2013,11/2013,12/2013,1/2014,2/2014,3/2014,4/2014,5/2014,6/2014,7/2014,8/2014,9/2014,10/2014,11/2014,12/2014,1/2015,2/2015,3/2015,4/2015,5/2015,6/2015,7/2015,8/2015,9/2015,10/2015,11/2015,12/2015,1/2016,2/2016,3/2016,4/2016,5/2016,6/2016,7/2016,8/2016,9/2016,10/2016,11/2016,12/2016,1/2017,2/2017,3/2017,4/2017,5/2017,6/2017,7/2017,8/2017,9/2017,10/2017,11/2017,12/2017,1/2018,2/2018,3/2018,4/2018,5/2018,6/2018,7/2018,8/2018,9/2018,10/2018,11/2018,12/2018,1/2019,2/2019,3/2019,4/2019,5/2019,6/2019,7/2019,8/2019,9/2019,10/2019,11/2019,12/2019,1/2020,2/2020,3/2020,4/2020,5/2020,6/2020,7/2020,8/2020,9/2020,10/2020,11/2020,12/2020
Tiramisu,Candy Outer,Chocolate Mint,Papaya,White,Fickelgruber,794.7953323639556,654.9265777292441,779.7365161434423,640.7033294712527,933.646742271355,767.7496319267761,1028.4875571511043,894.1696792767669,1311.274390470659,789.0234719039869,1067.8695090740378,1027.6144071541867,1298.8021174586413,1048.5996691404955,1397.1437920693165,1097.374897950331,1494.1086304705789,1130.747247093709,1422.7256000754874,1024.1129112030105,1681.3940362693481,1159.898659522121,1678.1264838953189,1360.582965027926,1800.2030938007563,1588.8602340957448,1788.6854850776183,1461.8532247642133,1795.6558696474438,1556.9012020743694,2033.4450518023514,1639.4354098892568,1888.8984191624727,1649.5842793500278,1992.264566416622,1339.202824778253,2453.222896612145,1615.5920102251107,2540.0016181132473,1892.8624980890916,2524.869652297658,1918.8426410214254,2634.9903582249153,1897.4164544838168,2326.0320853541634,1817.6363734415759,2297.0349499188223,1965.3494114137748,2533.195300385083,1793.7725962276265,2720.799070784843,2101.621096870773,2901.626471604213,2230.1355212525013,2928.832292695236,2344.066617577,2980.3772370565043,2341.532932500519,3169.3000524042486,1958.3355618967548,2976.865942449411,2218.3476871234575,3514.474371319258,2627.8709900709705,3806.676531696688,2871.6637547217156,3557.810625970539,2919.103067915292,3267.7730201183654,2645.1735810276555,4188.288556326348,2941.3788264832137,3903.371331847799,3006.8554190333266,3661.2048523971785,2788.743387515578,3601.261861860031,3179.057486191499,3961.245995662041,2738.644390140227,4168.07016521158,3342.7395135091338,3630.858455456512,3191.607699380458,3715.812757760857,3509.6655395042867,4124.992355085282,2804.3160923469745,4524.24305059827,3140.1741497567305,4239.929232283723,3711.0765703841325,4368.7089766719255,3613.7520209973204,4455.558079850594,3573.609431913349,5166.265875739033,3208.3594995793906,5193.546685972968,3275.190667418925,4733.366762485787,3805.7649490237663,4363.114910518569,3552.0187672325724,5265.037736193189,3530.945180495658,4962.327763096194,3832.7104230444206,5451.658890306508,3783.082758080148,4687.995133083315,4593.7120648014425,5760.86051459088,3504.3071357003537,4989.075621805456,4134.184626377608,4811.814427879813,4281.325405548056,6034.444376677829,4366.671431875971,5728.279070913403,3830.7476032245863,5710.8724060730565,4537.274568817876,5505.827686333179,4678.985799105796,5857.321828277807,4946.988596754989,5638.735880742026,4049.6086749278456,6333.580379704661,4971.149570768065
Butter,Jelly Filled,Pear,Fuzzy Navel,Amethyst,Zebrabar,2884.37415420275,2334.2038261387497,2563.7232513118206,2819.8394310955196,2749.7372211164206,2928.0019522908187,3431.6435547922288,3190.28489709509,3124.5944809475714,3201.3221028969438,3467.1986340140543,3811.752037130081,4542.965379547172,3616.5936031658343,4138.2999657199225,4002.3568566384306,4142.294666611413,4513.565715537348,5559.368683044002,4316.375775962146,5168.393236888371,4739.797041051378,5248.578334029235,5063.5096274500265,6058.373930570676,5169.610573895127,5398.3904698215665,5590.624101511493,5164.835997764572,5913.968874579515,7256.785403630687,5776.240388618665,5589.386225544458,6278.212294198709,6964.56307165915,6643.619168631132,8007.494974190793,6775.740088584713,6297.740844433304,7304.875569146133,7351.229891988987,7139.793760161542,8895.833752813085,8066.895138455143,7631.693635710389,8228.2883874748,7107.902687055572,7822.821340273604,9877.0463585514,8191.515816372119,8325.918978742628,7778.848913273822,8841.683136661193,8886.261167935265,9953.376046190118,8472.50559234991,8655.562796816004,8398.028743156738,9707.219610675686,9457.150615341667,11737.05956014309,8920.911656887914,9684.180010924234,10331.869723965438,10235.56704693041,9565.767879750214,11681.864889977747,10005.804257051626,10241.591247482282,10547.681551613607,10764.82054053967,11026.019309080883,12241.244850136054,10538.011161317367,11582.15479944037,10203.42584071483,11343.2980658108,10423.017913632168,13802.396806271074,11128.23840770759,12329.265022169744,12309.970763430278,11468.864864928362,11891.991734228723,13791.441868501828,12333.484748414312,12274.550270715134,12771.646151209703,12204.478320609061,10903.654787291995,15447.99617480863,11744.667200846667,13644.309670706705,13176.652242757678,13629.510486955442,13620.473422948098,17192.043372504097,13095.297587910673,14741.732219722846,13976.916364564522,14066.270471683089,14733.992912623848,18082.329082717173,16017.1286485207,13991.010149539188,14291.283698735284,14970.690612999628,14098.39898169684,17587.28209945857,14282.520500709812,15422.062839697572,15277.712388777516,15091.079577887685,16151.653552655413,18137.342220478684,16640.668680974315,16888.556754201032,16259.810250120474,17040.645750397267,16732.018054786724,20994.92717954154,16871.072978305514,17016.063073184418,15436.228619201624,16981.16906257972,17142.288456219347,20684.546536678732,15448.53349554768,15792.980418369556,16392.11563056666,18500.727290877094,18896.610195121357
Cheese,Chocolate Outer,Ginger Lime,Black Cherry,Amethyst,Zebrabar,6220.916945992696,3426.0366319750356,3683.1275137536086,3541.096488593781,3919.028666776821,3960.794628843704,7723.3022975364875,4467.054337757679,4538.10323696855,4331.884945285161,4769.005203732067,5037.529044658356,9708.39177445503,5571.3579500654205,5681.695882463518,5459.15842650459,5961.435050903884,5897.0985302378895,11580.307149164937,6239.844695380622,6230.501893021142,6977.164504134297,6900.8002195659155,7083.631399993918,13630.949074074333,7350.25706902958,7176.328307900903,7271.427794202372,7871.529169882643,8302.254144429286,15241.13671947658,8645.89998847659,8363.48764804532,8453.171599241914,8478.98490270972,9097.016031973682,17612.923733093052,8986.988214863166,9616.420773752461,9663.252965969612,9956.813466747506,10330.326166794757,18957.69900284659,9547.917240721103,10747.781912483084,10452.659266289384,10620.02590648982,11255.09956835024,20907.434963084637,12093.00358916199,11273.379761071064,11368.228949407621,12146.502613974848,12585.154683558347,22095.231142953653,12788.69813270687,12344.033479231524,12703.486311887527,13263.6279371481,12589.228598865111,24450.810092634398,13278.560143404593,13062.812325494397,13581.77964857154,15282.56156151025,14369.612081956975,26291.40964047409,14779.92093147784,13990.522690930513,14219.012587800293,14620.061230741649,13978.31509524313,28253.906576188103,14766.28708077951,15214.690429184211,14829.636161717985,15511.78526478254,16182.595162186264,30162.71991735015,15271.074371180477,16259.391686511379,16337.539213703218,17791.51933455807,16215.521684571813,33091.07513841003,16466.007845316446,16955.25162034796,17309.868650149077,17283.11939466061,17085.279919137276,34399.22988169728,18685.39635450759,18544.350034540097,18411.07128976317,17931.04033070016,17641.627179941253,35257.534151118234,20038.54918023721,19005.269708594,18916.216913259785,20720.94373571654,19462.985542914525,37783.76784850534,21128.517802416,21974.021283277245,19709.236520692066,21586.391506599834,22762.61143320432,38701.70757034877,21889.13564667502,20793.153996906112,22415.704979494403,22790.796554176843,21920.473533388882,41323.892954985495,21532.457381903485,22178.276259193713,21821.57478339542,22108.37500251853,21654.817813392277,42770.7656608006,22947.35988886081,23636.195915809614,23844.42518164126,22884.829140845577,23611.6530098518,46898.90896922773,23366.06953097521,24092.034124131183,25306.906262078042,25437.04438174214,23891.512215728904
Chiffon,Chocolate Outer,Pink Lemonade,Tangerine,Slate,Perk-a-Cola,15872.332142713667,13622.857892636546,15752.430180044583,13658.120990601015,16556.82985313136,14027.83067464363,16690.200928231432,14253.67960380117,17172.75717257047,15327.271701498938,17604.065054642757,15192.520602959647,18410.052253328595,14931.604736371604,17961.089391131674,15393.225097105953,18805.347474576076,16340.295366652392,19218.156431930434,15659.534997153865,18541.069281590557,15706.767161299676,19729.651691090294,15833.213803043722,19728.86469617969,16743.552072288905,19977.653827080656,16448.535823869777,19455.194731232692,17584.51639790812,20067.507928875973,17604.63876431773,20082.28645667393,17811.84845997029,20925.7495005286,17877.629018053736,20728.387323833507,17842.766490133203,20831.11462466778,17564.578696408567,21814.097075756923,17824.14717558193,21301.80521695493,18242.882807105223,22120.87577938124,18545.517178324146,21718.469650285268,18597.40503629327,22224.128362338153,18255.527744772677,21920.747471221257,18451.864538169768,22530.626220145372,18828.495632198017,22134.992603815244,18714.934584995135,22860.33417195136,18688.73085997951,23047.555161422646,18375.58351271465,22839.073770835676,18774.163351856267,22368.25438513622,17934.810729257806,22647.54346370427,18995.698018079314,22256.830641433713,19184.75289824954,23473.032202320806,19031.60188659238,23764.491803577457,19652.20303174286,23873.86411444846,19888.79907419522,23336.92581749529,20601.833077108044,24321.334478964032,19789.49215450559,23786.024190332704,19953.22721173277,24027.955720179278,20803.61559967861,24892.51925484051,20139.595297563334,23864.876333505767,20132.3643690971,24213.5621035396,19674.016405191796,23857.51305745221,19633.492399497132,24188.900531625488,20435.357917602723,25141.81827909403,20327.034423796184,24265.40895230107,20671.174880639675,24385.385325762178,20112.542108480964,24276.716543492406,20211.55024528077,24609.953149848716,21128.6261768695,25837.829829856364,21466.691363153433,24587.79482116382,21568.33234007973,25517.6945285992,21197.060328646505,26059.077903354242,21384.057350898816,25148.31670631939,20460.9734033967,25562.314983855333,21954.874779054997,25738.583375932933,21579.330322202986,26050.409417768486,20741.629285551426,26034.41244641659,21217.10776493914,24931.20947200937,21818.15627811528,25276.696819411754,21750.0608342491,25344.34228460151,21637.21316572802,26013.13706647917,21169.063047654672,26338.140770582715,21601.706755923977,25954.077167421954,21856.34071619707
Tiramisu,Candy Outer,Butter Milk,Apricot,Citrine,Perk-a-Cola,6024.619626037589,2845.917909972554,3381.4754796368934,2741.5609260845713,6416.617384950672,2640.936554718828,3250.496084662785,3129.93682761939,6878.07213684033,3324.949171174089,3471.7101917961727,3343.501058632211,7251.503211945914,3223.8729515376262,3457.43518336219,4015.24342398819,7183.122474177494,3935.0121806862794,3135.933925695745,3192.307255325205,7359.911594662183,3841.041558411629,3724.18131914366,3717.7304542927163,7309.815093499558,4284.766656008044,3603.266331184813,3612.084313170029,7565.166327773939,4165.130320635531,3530.28843563395,4042.602948532268,7559.080654732112,3918.417066846715,4332.817302356803,3417.5985281102685,8078.183968650913,3838.9037448760578,4556.702252422996,3454.257092394503,8398.027298858873,4532.261388102978,3638.119250461376,4342.235750914529,7980.060415615741,3209.66759583151,3621.703701354128,3987.2068775894477,8616.858360583294,4179.467988831306,4080.537369600841,4238.526384654865,8164.995924723618,3535.7582311960714,4177.706913049082,4026.3101330547956,7827.937044261334,4925.681148416563,4842.744550028096,4049.974268637321,8037.507473116352,4391.229023439884,4268.914265853891,4582.189498987647,8483.237470483822,4283.183186632975,4192.394833868723,4473.881744489173,8445.671448576422,4676.139569213185,3731.675326903675,4317.811142842744,9030.215520361842,4039.390547457401,4658.594065197735,4582.986821414505,9464.836100619059,4553.471389530479,4603.157207594214,4980.226274691501,9262.524781753884,4312.800241525601,5002.8136720519715,4285.576652488176,9660.083042395778,4338.623742926773,5042.744584267712,4923.171186338366,9007.078156695396,4970.919700649612,4137.28003229616,3907.6495282084966,9484.029854367667,4922.591259591749,4170.351818564193,4236.919409302725,9492.102439580305,3727.3813074119403,4740.078833181155,4648.399266271323,9659.988148116416,5088.815686205536,4775.191774458541,4584.597060141837,9841.63087420815,4740.093548578099,4511.902071590965,5212.038323534886,9577.010574280577,4754.604335820307,4318.021726651405,5134.932183164654,10992.191867531454,5366.049692501181,4860.421017548299,4579.819832720329,9714.367194588476,3539.082817074887,4581.225218235897,4987.798012881657,9877.44785123169,4008.0679947107496,5321.051530269836,4714.269514211277,10261.923113898418,5451.532550523561,4873.2414485359395,4457.108050023392,9723.625091012062,5265.604183631102,5472.481533366197,5053.831779143565
Cheese,Jelly Filled,Wintergreen,Rum,Taupe,Zebrabar,1563.0618553504592,804.4128121511977,1000.736851372767,942.662291664323,744.9565200991433,966.2282733832097,2060.2171670996695,1003.7204551203589,1194.8005468722872,1151.0928779694905,1531.1322202446722,1244.5231676117226,2592.012805998989,1179.5578648566927,942.1020228697757,1709.2614318838273,1180.544133326815,1465.2322830191965,3318.970478090142,1154.2023135291997,1757.1682545983494,1264.8160013641268,1464.5937709389575,1828.1111961551198,3048.478434369497,1789.801949269041,1620.041506441634,1864.5734401615327,2095.256792193569,1613.7443022032378,3781.1489754967447,1848.8312910201266,1581.237170769353,2280.604063892314,1838.3498419857558,1749.3667044982744,3793.4158400922947,2042.2963522137948,1984.4455396984995,2204.561552493448,2298.2901032423165,1875.0390200818802,5086.765891009509,2868.1657503514807,2312.96716429517,3088.260405926633,2598.9617381887947,2390.8618663622865,5327.707137905792,2282.6680567007706,3120.7651548736617,2928.4107308423004,2594.4190264382783,3153.698217183095,5308.032000262656,2695.673268923272,2323.672231593096,3557.2908987803626,2742.004284359836,2294.3207180691734,6893.369405453164,2933.853226414227,3472.7307538788773,3003.7813297772595,2577.414690222456,3271.6240234530205,7257.7839830021385,3739.209722128464,3361.377373375534,4181.176654693529,3951.05589736627,3804.956642490955,7055.584052658905,3364.852902301014,3845.2862895996577,3824.646388059882,3675.1909604796724,2422.1984033844424,7216.702418891181,3241.739485647556,2474.8225600120945,1967.6244779485928,2959.4331494353714,3819.1971319360755,7664.128080909276,4634.9989822044045,4600.654091479577,4236.21505798498,4602.4113743155485,3646.3842463175097,8982.863966111718,4161.004563291217,4891.993218236487,3788.6454757200045,4484.042687236709,3768.2080601388298,10037.217169742136,4119.613902723008,3527.463753830295,4942.109324856714,4759.63704553162,4965.298480744729,9196.966570278606,4169.513356946231,3986.2516998531232,4199.916405930551,4009.0547643898526,4470.455731775875,10234.101367255871,4455.304328289208,5770.258747626051,4573.168490673934,5793.379352571675,4880.994840231761,11023.887345135263,5119.8597190169385,5534.106336035006,3588.907510646131,6782.436772183197,5141.009400481768,11515.821993931355,5558.949537468691,5562.754801862826,6349.631127415503,6566.771271758035,4955.589824887347,9246.415954809125,6306.637820629765,5954.553348771563,4198.329918120777,5987.187709507946,5705.281683880641
Cheese,Chocolate Outer,Acai Berry,Papaya,Black,Zebrabar,4489.893489524816,4358.023787624679,4219.947431706464,4508.137512272428,4730.142549775813,5003.955139978134,5825.040948846221,5441.419818998328,5598.99536087792,5783.814915998578,6039.022301510188,6247.529721208373,7163.521049537459,6631.255321875572,6894.501998649826,6970.77316692182,7217.330246712368,7333.334198532812,8689.571761167124,7555.093612899979,8082.786739893141,8149.301933858184,8393.28373659839,8670.875447723058,9818.393732889646,8983.930496399895,9016.498226244508,9179.417699356507,9117.650426781744,9760.838976132018,10743.212962041815,10188.155897274095,10339.481244785473,10585.639925521364,10764.407499434374,10707.68736596452,12073.987381280576,11247.968747997515,11356.96457288966,11699.960066876994,11399.85239461591,12274.145334831212,14091.189531692895,12774.549503188251,12787.234700254583,12259.684412224418,13204.411970705369,13099.178866679651,15700.10049834109,13714.303004032821,14170.261264531351,13914.574125598527,14102.834719500564,15025.927959615065,16695.346486456634,15061.395123219347,15285.570219624255,15084.46322305398,16058.889208232453,15159.19076868463,18002.830393110406,16544.26116259235,16017.953617996794,17419.830970831437,16628.548552649834,16366.620267876757,19890.784422757082,16921.144452309272,17257.615733374027,17837.21183232808,17963.392774921536,17728.511534410776,20458.62448655394,17919.594809848826,19886.824380508486,18567.251642917952,19595.926186635148,18762.023770578482,21784.572610466395,19261.52008603142,20374.646639701074,19631.283630134116,20755.765314820084,20078.900446588716,22450.320990361815,21201.899956408783,21176.844093179556,20047.184272114097,20342.86866188457,22500.613735978084,24732.536618465256,22266.0400624436,23238.27670893914,22880.408047044417,23124.127944727657,22052.663727752766,25784.526641478315,23187.124465073284,23408.978784874056,23287.587248783693,23586.891741857133,25369.80993532339,28086.445326702986,24394.40694355184,25810.036828622295,25451.259242267206,23943.889854889145,25860.6082946686,27399.064983744036,25809.63262443818,26130.009087389484,25578.206354138867,25545.089657650577,25352.931496119105,30061.903856683213,25978.570459750546,27487.653757359913,26243.734220501938,28213.273813586937,27201.516297776972,31180.495118992552,28243.71864008754,29217.44442692709,29148.523499166928,28056.449187785376,29169.3460296947,33382.934390026494,30864.73577267911,28578.75854043796,30464.078618828225,31770.276974365865,31227.02600632727
Sponge,Chocolate Outer,Creme de Menthe,Toffee,White,Fickelgruber,3881.4387214764242,2655.2341290347904,2885.807733513915,2883.286002857372,4619.211759110834,3198.2682706742057,3241.7030515513975,3466.4985699877984,5212.862363501827,3802.3713497472586,3714.8712931405285,3936.3184094721946,6078.389120510742,4140.563435937552,4214.192501700645,4450.557368414899,6954.85044443043,4626.893796411354,4922.578096473149,5025.856154523298,7588.29226512154,5342.8482361056695,5529.571039103322,5377.75487560126,8341.727137423735,5664.151111282077,5772.670461803169,5796.036230825246,9206.14089121015,6449.010394822298,6442.242790923562,6479.960709091622,9914.08499545204,6773.689349136713,7150.548993113059,7204.169221052033,10646.558763566725,7007.906450746929,7147.1959100358345,7396.699776124523,11289.060818327762,7606.44611734217,7737.9863825108605,7798.8611411907,12305.868817664554,7969.619403252648,8494.244263260494,8293.634205021719,13279.546604844227,8727.068555158112,9090.713549299267,8902.295961092812,13958.891382096803,9356.534857300932,9234.104483120065,9771.207851388448,14479.553359526817,9568.270099655158,10067.040410282221,10120.106258536345,15127.75612337304,10206.72811405703,10619.821753027054,10863.595779391087,16013.21196571915,10924.745711152604,10847.706604794665,11030.116435020009,16893.04074132815,11398.547911379967,11621.639735001452,11504.467661586312,17798.805994407365,11810.48471663025,11704.2912989722,11875.32267696279,18257.790065853773,12677.967384940472,12228.87794972847,12642.962642496228,19007.224056819687,13048.511010348828,13041.797151577535,13049.587379326347,19493.501350624676,13107.279777748081,13648.645100129304,13399.29154274774,20549.319653883034,13621.130485327616,13652.993045670506,14288.26364302512,21605.118215096547,14641.545800856997,14087.43957782084,14437.37026307363,22002.70019121124,14985.479975908467,14853.83914839886,15595.647317410967,23238.970820577695,15263.6648340267,15193.627737822164,15764.600489386969,24179.090463924553,15911.550779874815,16114.190206566962,15993.655888439205,24287.584618888948,16662.833428342365,16245.419277663614,17361.619369654785,25401.64313048049,17203.972163802977,17240.745153955282,16865.221606515344,25485.75866563942,18426.062829304195,17314.66000460106,17653.29271306881,26369.845003445473,17914.883376243906,18164.355220090463,18524.959814973838,26896.37796559904,18447.660018789873,18799.351033732248,18440.301600594128,28606.278341114907,18984.19037710359,19211.826534109994,18838.115081413587
Cheese,Candy Outer,Irish Cream,Apple,Teal,Dandy's Candies,19071.721893994632,12896.76775552564,12986.853259978878,19721.29520924103,13109.995681683233,13483.753443086005,20410.226069296557,13893.958133949196,13994.207965447047,21212.8250746236,14307.99289389082,14449.957053689077,22046.663218473037,14963.590015487305,14557.73469599602,22648.24451323668,15179.32677207829,14892.447606617812,22810.925035725406,15442.725398246546,15279.966216956635,23386.59176467089,15848.111703131559,15581.489525524285,24166.449919615043,16096.61954566044,16522.343369500217,24512.308756524566,16359.733040114435,16487.707410750452,25040.680978623226,16394.29794355376,16315.942709916377,24832.166400619666,16878.814374208654,17255.578540229122,25111.19610557067,17149.414779583065,16853.896047987684,26207.795534290475,17029.846997507142,17084.05009046441,26320.784979705164,17353.17288550725,17486.36150530801,26058.792798754177,17965.093392430106,17650.70108087524,26692.310469175696,17489.886920525743,17841.9579807301,26808.536797816985,17613.886959688218,17829.95926941604,27125.629777495553,18002.350459038895,17969.619132696833,27374.988727706706,18415.235167708684,18050.154640891753,27804.14638954769,18216.61514933868,18502.374619190497,27778.646228357662,18648.16502018938,18550.16472252726,28204.503416484364,18832.19833003726,19085.33823183748,28456.302895112665,19385.283353102404,19459.397210076317,28675.696641273043,19007.9812253471,19407.33710284564,29073.86933860671,19426.047224571772,19258.61652539759,29219.583902640446,18984.372645297637,19408.9414946885,29371.8915196165,19553.78090084718,19423.00334979327,29249.595942224627,19212.160385611754,19596.15857367639,29587.20777926346,19880.5315000172,19830.22548242901,29537.013232336718,19354.287642440126,19753.81660466946,29850.325945585777,19886.7818260545,20069.70269788895,30047.138928106167,19931.300381114423,20095.737349596166,30116.327411289065,20098.14270494408,20396.65832247798,29803.97454756251,20608.927290100783,20213.3064864954,30652.441750204947,20176.20235013824,20294.50833371224,30917.387524989957,20457.69796477622,20790.278259745948,30813.059084662058,20372.533427884053,20492.29979693754,30914.29517136651,20728.369238017694,20875.142687192125,31287.472992194405,20688.854266215632,20705.901358177038,31106.241098623348,20913.200354646913,20633.186193442496,31499.001250603884,20937.904092175693,20838.034930994912,31517.07984058716,20965.725808677482,21273.023907083938,31617.909399122967,21165.78238853284,21022.455810989293
Cheese,Candy Outer,Mango,Apple,Olive,Fickelgruber,2524.3829363240948,1669.3654566905361,1799.663914667708,1877.5790568487432,2139.103985230542,2113.2573491416642,3274.5898991889417,2311.442399811511,2339.3218581603223,2346.1399420922007,2383.950837074064,2428.3371317296924,4294.35051395869,2764.953930252015,2709.5494987512775,2865.5820033355176,2983.420797675379,3248.491396048028,4922.316906162289,3081.4037407670485,3346.45807622354,3367.8692864829873,3387.623162644478,3500.9567301535376,5719.65358779599,3809.1758536976154,3662.192878737948,3636.2571703018266,3569.6559660403236,4166.715625643991,6386.737075451699,4186.293732851036,4269.795443529434,4418.694285107374,4301.899590496085,4580.232355034073,7259.297528766969,4542.645761037664,4453.116194369886,4624.40086390029,5129.223840123155,5046.848849167386,7796.570931252616,5097.681332705158,5364.5039418769775,5389.359302733127,5122.390796768135,5379.660909415982,8797.271395752554,5501.291058108628,5502.10493053552,6338.906082589584,5951.204411526013,6175.148753344832,9230.276124367869,6214.9557040112,5924.371852028717,5870.435615313727,6472.869840917489,6451.650021480685,10370.095442301292,6680.874119823332,7001.575554314552,7118.140841563727,6887.331369728846,6987.376547594382,10826.141207346527,6948.824975041356,7165.323191103971,7236.8540028663165,7541.672820761459,7451.77277923886,12190.438985545743,7369.606179222477,7753.0935856850365,8063.146314585409,7606.201862631515,7844.25368731736,12980.21919074718,8663.78089940136,8321.795494179662,8018.330042693227,8688.570233914135,8620.59228973032,13779.755902105828,8706.63930545829,8608.235797364518,9161.960339504858,8401.64724828967,8857.914506674617,13568.913472411714,9178.56435759351,9517.184817708037,9207.351845789437,9831.265019337865,9610.74572490294,14538.12829008542,9510.396082820589,10020.766350080306,9990.907448032014,9567.619171885795,10005.822661095366,15906.877068847338,10386.64544087586,10338.777156991313,11033.913747861163,10191.965348202813,10182.601314697755,16610.106734386114,9784.34879411622,10377.934407922794,10648.136038032706,10553.542834196347,10641.45797220141,17205.734413055892,11285.165309277729,11227.954209258529,10541.882633120136,11379.687938695228,11048.354465984014,18107.274186636976,11507.110101743709,11187.530502216732,11878.772090557495,11598.183009532506,12118.282809765506,19303.605857327348,12218.222350376454,12419.483248180793,12326.613437638649,11747.59879843926,12397.448441141009
Pound,Chocolate Outer,Kettle Corn,Passion Fruit,Amethyst,Zebrabar,1617.5146765396223,1285.2898884395586,1629.969494113014,1459.1114035503279,1868.5206599395085,1655.0635500313647,2050.816265000059,1795.9420616599766,2267.0974976129437,1944.3672648808097,1896.8931518957315,2595.712368033326,2490.5531389898642,2323.4210023396604,2286.7114752923935,2909.3938283309667,3330.4345304273093,2440.1207083353547,2452.937493843039,2931.363927397676,3354.4649824531193,2534.5909914048916,2674.163816299746,3260.7751148510333,3617.1837234987142,3127.8378386401714,3376.9365895441133,3432.979991409445,4307.91650448372,3850.226281844467,3018.5381726746837,3763.8931381383945,4564.898162936,3657.056287052704,3538.623543263857,4038.790171630814,4434.487949820152,3987.43694260955,4140.582652002552,3860.443847190119,5068.4293939805675,4332.41068644565,4255.098324675502,4717.878183995295,5496.287840433794,4402.863806220883,4284.172103610941,5317.759582334061,6321.1820317635975,4733.512845674056,4864.9763842016655,5203.2688724201,6388.607102421531,4875.888663737163,5076.9137436757355,5278.863740727903,6663.306380240302,5751.458218108559,4184.919318016278,5625.189462833044,7018.552808813793,5886.383536253628,5141.477530080448,5918.581481150071,7137.516029594288,5700.235896646978,6178.583623680251,6826.339577274428,7670.139215783089,6602.921480598261,6157.742711944143,5821.446307275101,7729.789305554125,6225.3282801822625,5745.089731125555,6993.177916750064,7288.934769412143,6890.761439166236,7158.17753934357,6720.102412154238,8863.266164161345,7452.2633004234485,6393.620936417657,6638.373764358611,9012.338690525117,6553.538049227725,8041.9555829464825,6922.24115713828,10024.970372395506,7131.606630218468,7310.277214737116,7351.035818869169,8263.653546300575,7121.233516699257,8607.755380309412,7337.437193857446,9839.282357183482,7227.041822846465,8133.5672636849695,7514.49071239014,9768.35950729253,8568.721909842056,9262.828580477753,9040.298300320408,10771.174011868914,8457.2697615214,8665.75370507065,10508.927751503958,10401.080697516294,8563.300317730238,8686.257782381885,9726.75641704751,10369.415961877998,8352.723338445885,9830.472394216386,10105.008471103087,10997.164588168922,8526.031797458967,9186.332258209062,8496.683068292736,11413.937497200775,10058.358943190942,9257.824758509641,9312.438035111183,12832.941039667947,9116.689389420751,10641.167164571154,9018.786691197118,13291.148934697896,10246.698818519604,9585.564689501076,9792.485129146531
