base_cake,truffle_type,primary_flavor,secondary_flavor,color_group,ebit_per_hr
Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.1658928099758781
Pound,Candy Outer,Orange,Black Currant,Opal,0.16550256255378795
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.1648807542512833
Pound,Candy Outer,Coconut,Wild Cherry Cream,Taupe,0.16445788967856878
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.16391879424554046
Pound,Jelly Filled,Gingersnap,Kiwi,Taupe,0.16363676260083537
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.1629253114311723
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.1627253411490237
Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.1627252651251731
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.1621628797670996
Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.16214666819085907
Pound,Candy Outer,Orange,Black Currant,Opal,0.16172872967337953
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.16169152276484838
Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.16120950493304098
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.16117621628330475
Pound,Candy Outer,Coconut,Wild Cherry Cream,Taupe,0.16098845349800883
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.16066081399790183
Pound,Jelly Filled,Kettle Corn,Mixed Berry,Citrine,0.16057966013444522
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.16055835447588065
Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.16046786101906033
Pound,Candy Outer,Coconut,Wild Cherry Cream,Taupe,0.16018880792745752
Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.16015561494478628
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.15998784681065822
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.15977605961214997
Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.15971733596587276
Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.15938835746198018
Pound,Jelly Filled,Kettle Corn,Mixed Berry,Citrine,0.15767770644638124
Pound,Jelly Filled,Wild Cherry Cream,Mango,Taupe,0.15746379713750844
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.15728593326812873
Pound,Candy Outer,Irish Cream,Pear,Citrine,0.15717824371890213
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.15705210838731834
Pound,Candy Outer,Orange,Black Currant,Opal,0.15613181040529373
Pound,Jelly Filled,Gingersnap,Kiwi,Taupe,0.15610552467722602
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.1558759671858929
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.1558208907612991
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.15549173069796468
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.1550599018018767
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.15484011974550485
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.1546514218469213
Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.15450240174721694
Pound,Candy Outer,Orange,Black Currant,Opal,0.1543933680111867
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.15436517375545325
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.15423922747133445
Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.15361477851041727
Pound,Jelly Filled,Kettle Corn,Mixed Berry,Citrine,0.15296120195898583
Pound,Candy Outer,Coconut,Wild Cherry Cream,Taupe,0.15197608979818575
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.151503475306059
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.15138539266990444
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.15108399008053278
Pound,Jelly Filled,Gingersnap,Kiwi,Taupe,0.15090114307007843
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.15077665003039573
Pound,Candy Outer,Orange,Black Currant,Opal,0.15002282282413415
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.15001184236705636
Pound,Candy Outer,Orange,Black Currant,Opal,0.1498235268753803
Pound,Jelly Filled,Kettle Corn,Mixed Berry,Citrine,0.14934373877670015
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.14899341262858098
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.1489834505618515
Pound,Jelly Filled,Gingersnap,Kiwi,Taupe,0.14869350617785598
Pound,Candy Outer,Coconut,Wild Cherry Cream,Taupe,0.14851689198209617
Pound,Candy Outer,Orange,Black Currant,Opal,0.14839413179807134
Pound,Jelly Filled,Wild Cherry Cream,Mango,Taupe,0.14775866055108147
Pound,Candy Outer,Coconut,Wild Cherry Cream,Taupe,0.147686139692285
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.1476477862539803
Pound,Candy Outer,Orange,Black Currant,Opal,0.14757772845890066
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.14717668070578743
Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.14710528167755055
Pound,Candy Outer,Orange,Black Currant,Opal,0.14685319736443142
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.14684236030915948
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.14679557041277147
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.1467614740779043
Pound,Candy Outer,Orange,Black Currant,Opal,0.14670750945174432
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.14666281806161735
Pound,Candy Outer,Orange,Black Currant,Opal,0.14664181517145883
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.14621275262086203
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.1461290261982208
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.14592891400143848
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.14564313005962695
Pound,Candy Outer,Coconut,Wild Cherry Cream,Taupe,0.14556134048440392
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.14546796141055757
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.14536246056151758
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.1449822981554617
Pound,Jelly Filled,Gingersnap,Kiwi,Taupe,0.14480744055980307
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.1442892812497814
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.14372234092381284
Pound,Candy Outer,Orange,Black Currant,Opal,0.14339295987853637
Pound,Jelly Filled,Gingersnap,Kiwi,Taupe,0.14324444851928445
Pound,Jelly Filled,Kettle Corn,Mixed Berry,Citrine,0.14316409943846906
Pound,Candy Outer,Orange,Black Currant,Opal,0.14303029956491659
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.14293824130533267
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.14286950723971456
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.14275810432977865
Pound,Jelly Filled,Gingersnap,Kiwi,Taupe,0.14273689470427006
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.14252541310432829
Pound,Candy Outer,Orange,Black Currant,Opal,0.1423430775144346
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.14224131438773172
Pound,Candy Outer,Orange,Black Currant,Opal,0.14181664016677997
Pound,Jelly Filled,Gingersnap,Kiwi,Taupe,0.14178806351561696
Pound,Jelly Filled,Kettle Corn,Mixed Berry,Citrine,0.14167177888432234
Pound,Candy Outer,Coconut,Wild Cherry Cream,Taupe,0.1416288280322771
Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.14130498527025087
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.14081713111245037
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.14044608812851844
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.14032444202516034
Pound,Candy Outer,Orange,Black Currant,Opal,0.1397313630745041
Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.13932950468265426
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.13912371652699407
Pound,Jelly Filled,Acai Berry,Mixed Berry,Slate,0.1387967746591838
Pound,Candy Outer,Orange,Black Currant,Opal,0.1385231278417353
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.1383824923556886
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.13801312044564867
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.13775186519042265
Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.13738517354026503
Pound,Jelly Filled,Wild Cherry Cream,Mango,Taupe,0.1373834191631218
Pound,Jelly Filled,Gingersnap,Kiwi,Taupe,0.1373055722543375
Pound,Candy Outer,Orange,Black Currant,Opal,0.13707009718328078
Pound,Candy Outer,Orange,Black Currant,Opal,0.13653816182605363
Pound,Jelly Filled,Gingersnap,Kiwi,Taupe,0.13653298977458866
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.13651676312769107
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.13634294980498526
Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.13563371121536508
Pound,Candy Outer,Orange,Black Currant,Opal,0.13530408317536033
Pound,Candy Outer,Orange,Black Currant,Opal,0.13524933866092198
Pound,Candy Outer,Orange,Black Currant,Opal,0.13468670544242473
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.13446192147225636
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.134450094605577
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.1344372326805505
Pound,Candy Outer,Orange,Black Currant,Opal,0.13441543916481657
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.13420753773746072
Pound,Candy Outer,Orange,Black Currant,Opal,0.13378676233566128
Pound,Candy Outer,Orange,Black Currant,Opal,0.1337396140148684
Pound,Jelly Filled,Wild Cherry Cream,Mango,Taupe,0.13315894745733423
Pound,Jelly Filled,Kettle Corn,Mixed Berry,Citrine,0.13292137269589338
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.1328804670863652
Pound,Candy Outer,Coconut,Wild Cherry Cream,Taupe,0.13246855071320163
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.13184026613535968
Pound,Jelly Filled,Kettle Corn,Mixed Berry,Citrine,0.13180142437974174
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.13122855879423745
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.13092608662118627
Pound,Jelly Filled,Wild Cherry Cream,Mango,Taupe,0.1305648282045717
Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.13046427629976812
Pound,Candy Outer,Orange,Black Currant,Opal,0.13029062590076826
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.1299412266961073
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.12990447853175088
Pound,Candy Outer,Orange,Black Currant,Opal,0.1297847595887996
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.12934976944256815
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.12928896233566436
Pound,Candy Outer,Orange,Black Currant,Opal,0.1292459407500714
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.12917767696297208
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.12892163588188896
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.12829276043131463
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.12820660699057226
Pound,Jelly Filled,Acai Berry,Mixed Berry,Slate,0.12792302892794186
Pound,Candy Outer,Orange,Black Currant,Opal,0.1278661921260594
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.12784613607076925
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.12766880373175912
Pound,Candy Outer,Orange,Black Currant,Opal,0.12755914464251816
Pound,Jelly Filled,Gingersnap,Kiwi,Taupe,0.12704036158360615
Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.12701536487295323
Pound,Jelly Filled,Kettle Corn,Mixed Berry,Citrine,0.12699514507689683
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.12658774291405386
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.12628596384845017
Pound,Jelly Filled,Wild Cherry Cream,Mango,Taupe,0.126235100537821
Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.12587261490017648
Pound,Candy Outer,Coconut,Wild Cherry Cream,Taupe,0.1257380676793165
Pound,Jelly Filled,Gingersnap,Kiwi,Taupe,0.12543571630762676
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.12536462049344277
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.124968629157867
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.12493448400200388
Pound,Jelly Filled,Gingersnap,Kiwi,Taupe,0.12487838558537144
Pound,Candy Outer,Irish Cream,Pear,Citrine,0.12465716776461457
Pound,Candy Outer,Coconut,Wild Cherry Cream,Taupe,0.12454573623249966
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.1240458364157863
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.12390536986313687
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.12378451843028553
Pound,Candy Outer,Orange,Black Currant,Opal,0.12370137463652289
Pound,Jelly Filled,Acai Berry,Mixed Berry,Slate,0.12326301882099186
Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.12306188570406652
Pound,Candy Outer,Orange,Black Currant,Opal,0.12297088868031589
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.12286996932652518
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.12278270835482503
Pound,Jelly Filled,Kettle Corn,Mixed Berry,Citrine,0.12232546068225199
Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.12226106020537007
Pound,Candy Outer,Orange,Black Currant,Opal,0.12215107992356522
Pound,Candy Outer,Irish Cream,Pear,Citrine,0.12203275986239748
Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.12147823734815079
Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.1214772649641905
Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.12117415455122192
Pound,Candy Outer,Irish Cream,Pear,Citrine,0.12116243247764243
Pound,Candy Outer,Irish Cream,Pear,Citrine,0.12110655729745062
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.12084736350283377
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.1207591930209733
Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.12059629373174947
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.1205329134251777
Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.12030442491567796
Pound,Candy Outer,Irish Cream,Pear,Citrine,0.12026971414163959
Pound,Candy Outer,Coconut,Wild Cherry Cream,Taupe,0.12025320109555221
Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.12014573048624559
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.1200599321788911
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.11966683850368531
Pound,Jelly Filled,Wild Cherry Cream,Mango,Taupe,0.11905473948611006
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.1187431988335744
Pound,Jelly Filled,Gingersnap,Kiwi,Taupe,0.11860819467054308
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.11807516963854124
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.11800276694682993
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.11774374039562649
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.11772438733859235
Pound,Candy Outer,Orange,Black Currant,Opal,0.11724773122821966
Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.11723655023083313
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.11686747310577147
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.11658994985198368
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.11621671506545243
Pound,Jelly Filled,Gingersnap,Kiwi,Taupe,0.115936740461261
Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.11587960159650869
Pound,Jelly Filled,Acai Berry,Mixed Berry,Slate,0.11525495919018965
Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.11520352486033164
Pound,Jelly Filled,Acai Berry,Mixed Berry,Slate,0.11500468635097338
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.11499388004593726
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.11468717102238
Pound,Jelly Filled,Kettle Corn,Mixed Berry,Citrine,0.11468311085772617
Pound,Candy Outer,Orange,Black Currant,Opal,0.1145953938050917
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.11456602266449871
Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.11443760834891281
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.11440986321894617
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.11404655808451658
Pound,Jelly Filled,Wild Cherry Cream,Mango,Taupe,0.11382006709053086
Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.11369318023655674
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.11365385175296606
Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.11357537462872389
Pound,Jelly Filled,Acai Berry,Mixed Berry,Slate,0.11322192716055872
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.11320521220831564
Pound,Candy Outer,Coconut,Wild Cherry Cream,Taupe,0.11319939646076602
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.11301739170705935
Pound,Candy Outer,Orange,Black Currant,Opal,0.11293917398779066
Pound,Candy Outer,Sour,Papaya,Taupe,0.11286645875342281
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.11283552880767234
Pound,Candy Outer,Irish Cream,Pear,Citrine,0.11252307585159008
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.11248362709535746
Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.11221993055382665
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.11208596112555547
Pound,Jelly Filled,Acai Berry,Mixed Berry,Slate,0.11208515861193952
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.11192299474579837
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.11141559814554611
Pound,Jelly Filled,Kettle Corn,Mixed Berry,Citrine,0.11137741438272826
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.11081075160705625
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.1107643665275624
Pound,Jelly Filled,Gingersnap,Kiwi,Taupe,0.11072043207367126
Pound,Candy Outer,Irish Cream,Pear,Citrine,0.11070200072790944
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.11069165300095594
Pound,Jelly Filled,Acai Berry,Mixed Berry,Slate,0.11036603420004666
Pound,Jelly Filled,Kettle Corn,Mixed Berry,Citrine,0.11024825974060606
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.110217086020893
Pound,Candy Outer,Coconut,Wild Cherry Cream,Taupe,0.1096577781884756
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.10961989060977094
Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.10940819052115328
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.10929686052689609
Pound,Candy Outer,Orange,Black Currant,Opal,0.10927348563554372
Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.10823567995133242
Pound,Candy Outer,Coconut,Wild Cherry Cream,Taupe,0.10807919136541966
Pound,Candy Outer,Irish Cream,Pear,Citrine,0.10795950666374042
Pound,Candy Outer,Irish Cream,Pear,Citrine,0.10776598874270828
Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.10747969813227874
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.10746817664197815
Pound,Candy Outer,Irish Cream,Pear,Citrine,0.1055866733427845
Pound,Candy Outer,Orange,Black Currant,Opal,0.10535521455970928
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.10516607011460012
Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.10499676313808921
Pound,Candy Outer,Orange,Black Currant,Opal,0.10495305127211507
Pound,Candy Outer,Irish Cream,Pear,Citrine,0.10478138775464205
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.1042618161792877
Pound,Candy Outer,Orange,Black Currant,Opal,0.10416150054519614
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.10401942858475054
Pound,Candy Outer,Orange,Black Currant,Opal,0.10349799665350262
Pound,Candy Outer,Irish Cream,Pear,Citrine,0.10318161206473729
Pound,Candy Outer,Sour,Papaya,Taupe,0.10266911453844342
Pound,Jelly Filled,Gingersnap,Kiwi,Taupe,0.10237690385310294
Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.10227579382494205
Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.10202239448625121
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.10182849199890787
Pound,Candy Outer,Irish Cream,Pear,Citrine,0.10180703540877505
Pound,Jelly Filled,Gingersnap,Kiwi,Taupe,0.10156672636839585
Pound,Jelly Filled,Kettle Corn,Mixed Berry,Citrine,0.10145814198559597
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.10078870611095778
Pound,Candy Outer,Orange,Black Currant,Opal,0.10069616913242888
Pound,Jelly Filled,Gingersnap,Kiwi,Taupe,0.1006498327361226
Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.10056052167029467
Pound,Candy Outer,Coconut,Wild Cherry Cream,Taupe,0.10054114755287777
Pound,Candy Outer,Sour,Papaya,Taupe,0.0998191558881647
Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.09977932934010257
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.09974962715613397
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.0996680760996057
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.09960776090059
Pound,Jelly Filled,Acai Berry,Mixed Berry,Slate,0.0995600272470512
Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.0994794385680097
Pound,Candy Outer,Irish Cream,Pear,Citrine,0.09911049156296925
Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.09910405222701008
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.09871490538086442
Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.09867681828935584
Pound,Jelly Filled,Kettle Corn,Mixed Berry,Citrine,0.0983974461056537
Pound,Candy Outer,Irish Cream,Pear,Citrine,0.09827331743754804
Pound,Candy Outer,Coconut,Wild Cherry Cream,Taupe,0.09791680381209919
Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.09787498027068813
Pound,Candy Outer,Orange,Black Currant,Opal,0.09760536863176568
Pound,Candy Outer,Sour,Papaya,Taupe,0.0975504916056452
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.09683581544654957
Pound,Candy Outer,Orange,Black Currant,Opal,0.09680879174063212
Pound,Jelly Filled,Wild Cherry Cream,Mango,Taupe,0.0966518638975713
Pound,Candy Outer,Orange,Black Currant,Opal,0.09664591730024064
Pound,Candy Outer,Irish Cream,Pear,Citrine,0.09651071081718574
Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.09648362015156546
Pound,Candy Outer,Coconut,Wild Cherry Cream,Taupe,0.09624797507126255
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.0959557350668088
Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.09591753041765193
Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.0959011505728602
Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.0957458197652229
Pound,Candy Outer,Irish Cream,Pear,Citrine,0.09566429630932215
Pound,Jelly Filled,Kettle Corn,Mixed Berry,Citrine,0.0944900452733973
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.09446751526640845
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.09442182524056834
Pound,Candy Outer,Irish Cream,Pear,Citrine,0.09440269704306102
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.09404882423252552
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.09396214891303413
Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.09394822455791414
Pound,Jelly Filled,Acai Berry,Mixed Berry,Slate,0.0938313401918305
Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.09365856978046976
Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.09363899021878687
Pound,Jelly Filled,Acai Berry,Mixed Berry,Slate,0.09327742687820238
Pound,Jelly Filled,Acai Berry,Mixed Berry,Slate,0.092917195365714
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.09262086497632518
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.0923245837673126
Pound,Jelly Filled,Acai Berry,Mixed Berry,Slate,0.0919890687113745
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.09175173958173755
Pound,Jelly Filled,Acai Berry,Mixed Berry,Slate,0.09135996906546927
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.09113891642379411
Pound,Jelly Filled,Gingersnap,Kiwi,Taupe,0.09112909516330799
Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.09101317699059401
Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.0909530689589047
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.09081286743379043
Pound,Jelly Filled,Acai Berry,Mixed Berry,Slate,0.09078100693371906
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.09033794843757446
Pound,Jelly Filled,Acai Berry,Mixed Berry,Slate,0.09031518692208239
Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.09009514886350674
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.08980679281207087
Pound,Candy Outer,Irish Cream,Pear,Citrine,0.08921071906473703
Pound,Jelly Filled,Gingersnap,Kiwi,Taupe,0.08893021736779542
Pound,Jelly Filled,Gingersnap,Kiwi,Taupe,0.08866545340776287
Pound,Jelly Filled,Kettle Corn,Mixed Berry,Citrine,0.08861333161722758
Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.0886108585524625
Pound,Jelly Filled,Acai Berry,Mixed Berry,Slate,0.08860725260281188
Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.08860091487070275
Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.0884366185175573
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.08839308706270155
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.0883551829291948
Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.08826773194513503
Pound,Jelly Filled,Acai Berry,Mixed Berry,Slate,0.0882546443215115
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.08821508258816424
Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.08806699156925482
Pound,Candy Outer,Irish Cream,Pear,Citrine,0.08794933870825274
