base_cake,truffle_type,primary_flavor,secondary_flavor,color_group,line,rate
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.2690375006726086
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.181095058477277
Butter,Candy Outer,Plum,Dill Pickle,Black,R,-0.0008553004450214119
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.12777805759551308
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.13375535625791543
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.1769079934293044
Butter,Candy Outer,Plum,Dill Pickle,Black,R,-0.16852308281776363
Butter,Candy Outer,Plum,Dill Pickle,Black,R,-0.20595768506336243
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.11608163813156765
Butter,Candy Outer,Plum,Dill Pickle,Black,R,-0.11389681389667687
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.04674915613259209
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.010804172436373938
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.16816422893095895
Butter,Candy Outer,Plum,Dill Pickle,Black,R,-0.02009873585580088
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.12994769990027286
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.2286205215321495
Butter,Candy Outer,Plum,Dill Pickle,Black,R,-0.0185110334616536
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.12310826472988695
Butter,Candy Outer,Plum,Dill Pickle,Black,R,-0.024773025388325765
Butter,Candy Outer,Plum,Dill Pickle,Black,R,-0.021762530612040448
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.26335835381718004
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.04342774337402687
Butter,Candy Outer,Plum,Dill Pickle,Black,R,-0.15067281915355207
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.20534432735282826
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.08562350527175441
Butter,Candy Outer,Plum,Dill Pickle,Black,R,-0.056272380763196364
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.13173298343286294
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.08491394326767329
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.0014698792627478585
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.15343946958074167
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.2144542650184191
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.3151690376908209
Butter,Candy Outer,Plum,Dill Pickle,Black,R,-0.17230527379687405
Butter,Candy Outer,Plum,Dill Pickle,Black,R,-0.05436499759681672
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.22868337071231842
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.23919726212514192
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.027894829345804645
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.10274465153397565
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.017468895356970035
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.12283629355562789
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.07622344624973085
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.09325920130370287
Butter,Candy Outer,Plum,Dill Pickle,Black,R,-0.21002824405064147
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.1363825298908471
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.1605937711638575
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.05080761626182945
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.36936222500223553
Butter,Candy Outer,Plum,Dill Pickle,Black,R,-0.06609118678481744
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.11809267220594342
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.37656395407275217
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.2863355225724459
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.10370662022365601
Butter,Candy Outer,Plum,Dill Pickle,Black,R,-0.1410855293413415
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.46876286171079595
Butter,Candy Outer,Plum,Dill Pickle,Black,R,-0.14728049209033972
Butter,Candy Outer,Plum,Dill Pickle,Black,R,-0.0456757105557211
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.16847035066263832
Butter,Candy Outer,Plum,Dill Pickle,Black,R,-0.07720431747473026
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.18017054564711923
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.07061777137262606
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.33031604417929555
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.12659192497821126
Butter,Candy Outer,Plum,Dill Pickle,Black,R,-0.010048566242041396
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.31508659934672956
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.23305334761250368
Butter,Candy Outer,Plum,Dill Pickle,Black,R,0.06023842332844473
Butter,Candy Outer,Plum,Dill Pickle,Black,R,-0.031109232409310086
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.19397278544576255
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.2920138324992068
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.27494716114231715
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.20995544879204683
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.39729547783241403
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.20428055895583966
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.3798255939016465
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.18335589324427096
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.196678818421893
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.21976550688054713
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.331158883271238
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.4188817018272661
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.24857325069485614
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.46581562892359374
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.378316868194982
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.22282173794511637
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.18302175072639895
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.20001837097351155
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.3578611070448836
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.33235668877300584
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.39347387210506335
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.21650070241174163
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.481280887010308
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.34981107754600294
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.320457341381663
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.21621684068703506
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.28763547070043716
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.7677524237309695
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.19472657332227497
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.3184727174310227
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.27310571848971754
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.35310649859136056
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.28107069793721734
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.19359624464914518
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.363447374226299
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.21311759870635857
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.24471856964583852
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.29026289680192796
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.20900207929435
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.33994275403164886
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.2019806018776177
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.3332397539557429
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.23011613965247224
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.2068390894702392
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.18717671952482834
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.2051938140767593
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.2767705887293223
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.21690144440587797
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.24650272985698746
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.2563149194436048
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.35559038603563853
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.4713210093949559
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.18574812734635832
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.3612294919224472
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.5333599044158531
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.2294855623088333
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.29722560488544425
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.2795502674685003
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.38894569761824527
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.21036891375124012
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.3889527519997735
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.257930082537824
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.26283117475411566
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.44306088371746877
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.8878292845512419
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.41931683988615454
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.3701174776619236
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.24123964151798633
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.3465770191840958
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.2928448312149362
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.23243486877557476
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.5749734213792225
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.44078018666425034
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.23553793863140643
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.35943534993938075
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.4846760082499523
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.30951336572574795
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.3684270338507608
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.25516312432760435
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.2470335249321566
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.37630862904151874
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.20058391382970914
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.24000268651178905
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.2736200064547449
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.34417419720575526
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.23749505740163998
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.2961328997292793
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.3735018822773598
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.5294252305432692
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.18224809430208921
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.18848947032744146
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.22650390626410177
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.5259854423821055
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.24755599592384517
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.2157575867998146
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.19391262607656212
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.2171829470525163
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.27568852736625593
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.20718343457228455
Pound,Candy Outer,Wintergreen,Kiwi,Opal,Q,0.3912485180190606
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.048775147805815905
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.13422923568774517
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.4362095321586335
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.17803866866949816
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.11631601354318
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.7290096786999908
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.04538346885481394
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.08811391514833161
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.2225739259262687
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.19667591603740633
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.3546808927331462
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.4639375333722747
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.26941748996055637
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.07460640456807255
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.06588474705513747
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.05412194729634263
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.1484918650714642
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.17172829460561895
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.11902705931545032
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.3976515842287586
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.23547710195273786
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.09053299406332348
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.07883829492842433
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.2560963604060097
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.0852138285753982
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.07073354587262554
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.32887442789380245
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.09720368445759227
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.07780383501681634
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.09806844583139783
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.10586063024597397
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.25148294844371155
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.3149669549030671
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.1567294037781781
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.34467436460407086
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.13164343330236053
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.08559189970095363
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.7723251678313953
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.160754254874237
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.1938118337468327
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.2099671965085373
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.20942823362003923
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.2904817948973349
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.18234417860101299
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.10674865636415473
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.6447053778437447
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.27187625346517336
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.07902213975331085
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.36651785930227204
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.07865366932340896
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.1375465506015797
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.04915233246919192
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.1559861369716953
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.06133029378343657
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.3102540775485164
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.9534399356106652
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.15757418283738683
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.14159442858930668
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.1805231748557756
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.42226312724977644
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.0784707559775231
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.1042124737239887
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.28461263065689607
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.1943943659813993
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.14619174726075143
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.35163799738795015
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.16220870463286863
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.5209359237431331
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.5101724423122899
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.2688801431106718
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.05998367952682241
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.16412452290736004
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.657412550824058
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.2049913599418174
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.08341693424393684
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.055572459615293245
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.09597934520897464
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.12697784400916898
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.061793877632562375
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.12095293132936832
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.34541620453496874
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.12761231843956372
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.42839374991945395
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.13262089879614875
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.14392647015340948
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.10405060241746422
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.39390887255734675
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.12361672405365393
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.13517270620400726
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.1002437531041609
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.17054470125617188
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.04888195782576899
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.3961599310310223
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.16274782856771075
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.3168622839477524
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.1000540573949866
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.14906497540637584
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.27389011136199126
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.19130266318708197
Butter,Candy Outer,Doughnut,Toffee,Citrine,R,0.3122582937846835
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.8177622793761209
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.2606702365598885
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.25023796646961716
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.35443186360785506
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.3847443503770325
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.3378936902771309
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.4285379935117515
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.2503972254732162
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.37308198630337674
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.6644387407379146
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.3578688376393366
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.372696283940521
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.3645154160525313
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.2338603635966275
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.25608793400598745
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.616084169193332
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.27579483527604803
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.5290128463624426
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.24280269166267554
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.5450005507655562
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.6122180925438072
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.5552649581136325
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.4405891559987971
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.5259917090131527
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.4763152366149702
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.7405744514869932
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.8765156817416776
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.33069303558922725
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.790766397050048
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.5766879590410399
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.39565610333786955
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.2933885505331132
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.335953725350673
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.2753166888696903
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.6106865664860864
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.9737062853411306
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.568547853250429
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.7457538703120017
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.34345459505256776
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.4195672612809456
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.23796482521748283
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.28436626342770244
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.25087884531114635
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.6586958556329526
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.6538906833085392
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.33363675988260566
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.31286780626315536
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.4257677834725445
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.3313288050250356
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.33336568309983616
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.24207878970782165
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.3003596899494713
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.3451875314113352
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.6190909636791402
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.23489837185295434
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.6490872648589001
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.2362993781300768
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.44639236871261084
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.4254269938716774
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.47864796568763274
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.3464207913846521
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.9775179870078
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.46283316495008797
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.7085811866990628
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.5732935593343416
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.40078852285058086
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.8358648138636987
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.2520274424344541
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.459245048986063
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.6256591413879891
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.5585052319896469
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.2770413224720068
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.25943312996579726
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.22808900180187905
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.3705977821166274
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.29731236884926204
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.5600301168024651
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.4910696791170838
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.5505377909518028
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.4828575798501636
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.38196954244010883
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.239224065308805
Tiramisu,Chocolate Outer,Doughnut,Banana,Amethyst,Q,0.5902569373420036
