base_cake,truffle_type,primary_flavor,secondary_flavor,color_group,customer,date,kg
Sponge,Chocolate Outer,Pecan,Wild Cherry Cream,Black,Zebrabar,2016-06-01,5323.63554799459
Butter,Chocolate Outer,Orange,Mango,Tiffany,Zebrabar,2016-06-01,9429.964302227536
Chiffon,Jelly Filled,Irish Cream,Apricot,Amethyst,Zebrabar,2016-06-01,3876.4007176147165
Sponge,Candy Outer,Caramel Cream,Tangerine,Opal,Zebrabar,2016-06-01,14255.62527715884
Pound,Jelly Filled,Lemon Bar,Toffee,Slate,Zebrabar,2016-06-01,4757.768589077993
Pound,Jelly Filled,Cherry Cream Spice,Apple,Rose,Zebrabar,2016-06-01,10446.570544704911
Cheese,Chocolate Outer,Butter Milk,Rum,Teal,Zebrabar,2016-06-01,19661.21703477609
Tiramisu,Jelly Filled,Lemon Custard,Banana,Teal,Zebrabar,2016-06-01,16812.271568855555
Pound,Jelly Filled,Grand Mariner,Mixed Berry,Olive,Zebrabar,2016-06-01,13591.396735530707
Pound,Candy Outer,Cream Soda,Black Currant,Opal,Zebrabar,2016-06-01,3692.6754108002788
Tiramisu,Chocolate Outer,Kettle Corn,Butter Rum,Citrine,Zebrabar,2016-06-01,6073.873810610493
Tiramisu,Jelly Filled,Wild Cherry Cream,Mixed Berry,Citrine,Zebrabar,2016-06-01,6250.575060412972
Tiramisu,Chocolate Outer,Bavarian Cream,Rum,Olive,Zebrabar,2016-06-01,10500.902206720995
Tiramisu,Jelly Filled,Lemon Bar,Vanilla,Amethyst,Zebrabar,2016-06-01,17951.549954224058
Cheese,Chocolate Outer,Watermelon,Black Currant,Teal,Zebrabar,2016-06-01,6555.346033275888
Sponge,Candy Outer,Butter Milk,Hazelnut,Rose,Zebrabar,2016-06-01,2794.0513156253346
Butter,Jelly Filled,Irish Cream,Tangerine,Opal,Zebrabar,2016-06-01,17443.770623743672
Pound,Candy Outer,Dill Pickle,Rock and Rye,Slate,Zebrabar,2016-06-01,2653.1326063321126
Sponge,Chocolate Outer,Wintergreen,Ginger Beer,Slate,Zebrabar,2016-06-01,15611.259083384017
Butter,Jelly Filled,Fruit Punch,Papaya,Opal,Zebrabar,2016-06-01,17968.27508581431
Butter,Candy Outer,Toasted Coconut,Rock and Rye,Teal,Zebrabar,2016-06-01,6274.845327235256
Chiffon,Candy Outer,Sassafras,Black Currant,Black,Zebrabar,2016-06-01,15118.42085252232
Chiffon,Jelly Filled,Cherry Cola,Apricot,Tiffany,Zebrabar,2016-06-01,18452.44260042505
Cheese,Candy Outer,Doughnut,Mango,Slate,Zebrabar,2016-06-01,17848.16946250753
Cheese,Chocolate Outer,Bavarian Cream,Papaya,Olive,Dandy's Candies,2016-06-01,28095.422320761776
Cheese,Candy Outer,Wild Cherry Cream,Kiwi,Burgundy,Dandy's Candies,2016-06-01,15724.222381754618
Sponge,Chocolate Outer,Apricot,Banana,Slate,Dandy's Candies,2016-06-01,15743.727019326827
Chiffon,Jelly Filled,Raspberry Ginger Ale,Mixed Berry,Taupe,Dandy's Candies,2016-06-01,19745.770398830682
Sponge,Jelly Filled,Chocolate,Egg Nog,Olive,Dandy's Candies,2016-06-01,23355.76043550298
Chiffon,Jelly Filled,Kettle Corn,Hazelnut,Rose,Dandy's Candies,2016-06-01,23569.013984868903
Chiffon,Jelly Filled,Wintergreen,Apple,Slate,Dandy's Candies,2016-06-01,17857.566567958274
Chiffon,Chocolate Outer,Blueberry,Pear,Citrine,Dandy's Candies,2016-06-01,33180.421494337315
Pound,Candy Outer,Lemon,Wild Cherry Cream,White,Dandy's Candies,2016-06-01,21058.565804707883
Tiramisu,Chocolate Outer,Toasted Coconut,Vanilla,Citrine,Dandy's Candies,2016-06-01,27367.52548183106
Pound,Jelly Filled,Doughnut,Black Cherry,Rose,Dandy's Candies,2016-06-01,28553.2280803788
Butter,Chocolate Outer,Raspberry Ginger Ale,Apple,Olive,Dandy's Candies,2016-06-01,15587.199062186937
Cheese,Jelly Filled,Vanilla,Egg Nog,Tiffany,Dandy's Candies,2016-06-01,12188.012079465909
Sponge,Candy Outer,Cheesecake,Hazelnut,Black,Dandy's Candies,2016-06-01,16243.999051084027
Cheese,Chocolate Outer,Lemon,Mixed Berry,Citrine,Dandy's Candies,2016-06-01,35893.79876303226
Butter,Candy Outer,Ginger Lime,Vanilla,Burgundy,Dandy's Candies,2016-06-01,17065.003801295083
Sponge,Chocolate Outer,Lemon Bar,Black Currant,Burgundy,Dandy's Candies,2016-06-01,14708.246199672356
Pound,Chocolate Outer,Lemon,Dill Pickle,Slate,Dandy's Candies,2016-06-01,7143.653967389757
Chiffon,Candy Outer,Caramel Cream,Dill Pickle,Citrine,Dandy's Candies,2016-06-01,17873.223482865353
Butter,Jelly Filled,Cheesecake,Pear,Olive,Dandy's Candies,2016-06-01,17307.461560735082
Pound,Candy Outer,Apricot,Toffee,Olive,Dandy's Candies,2016-06-01,7436.569031853973
Tiramisu,Chocolate Outer,Wild Cherry Cream,Tangerine,Opal,Dandy's Candies,2016-06-01,25766.452343221208
Cheese,Chocolate Outer,Coconut,Black Currant,Citrine,Dandy's Candies,2016-06-01,16631.188808007126
Butter,Chocolate Outer,Butter Milk,Banana,Olive,Dandy's Candies,2016-06-01,19526.55830009312
Chiffon,Chocolate Outer,Pecan,Wild Cherry Cream,Taupe,Dandy's Candies,2016-06-01,8098.682655165436
Pound,Jelly Filled,Gingersnap,Kiwi,Slate,Bertie Bott,2016-06-01,29095.80189948069
Sponge,Jelly Filled,Orange Pineapple	P,Toffee,Burgundy,Bertie Bott,2016-06-01,12388.616564510883
Sponge,Candy Outer,Amaretto,Mango,Opal,Bertie Bott,2016-06-01,37105.80318722479
Butter,Jelly Filled,Apricot,Hazelnut,Amethyst,Bertie Bott,2016-06-01,31160.415963478117
Sponge,Chocolate Outer,Black Licorice,Black Currant,Burgundy,Bertie Bott,2016-06-01,26840.764904709158
Chiffon,Chocolate Outer,Sour,Tutti Frutti,Amethyst,Bertie Bott,2016-06-01,16095.172318637664
Sponge,Chocolate Outer,Lemon Bar,Lemon,Taupe,Bertie Bott,2016-06-01,13357.653647435232
Sponge,Candy Outer,Sassafras,Tangerine,White,Bertie Bott,2016-06-01,15692.641882817034
Butter,Chocolate Outer,Vanilla,Papaya,Amethyst,Bertie Bott,2016-06-01,35983.00178308828
Pound,Candy Outer,Wintergreen,Toffee,Citrine,Bertie Bott,2016-06-01,27360.377493329284
Cheese,Jelly Filled,Lemon Bar,Hazelnut,Citrine,Bertie Bott,2016-06-01,14223.466592948125
Chiffon,Chocolate Outer,Kettle Corn,Rock and Rye,Black,Bertie Bott,2016-06-01,21292.202704781932
Tiramisu,Jelly Filled,Butter Toffee,Butter Rum,Amethyst,Bertie Bott,2016-06-01,35005.54287977401
Chiffon,Jelly Filled,Cheesecake,Mojito,White,Bertie Bott,2016-06-01,9181.69278174213
Pound,Chocolate Outer,Pecan,Ginger Beer,Citrine,Bertie Bott,2016-06-01,20553.61259320121
Cheese,Candy Outer,Cream Soda,Ginger Beer,Taupe,Bertie Bott,2016-06-01,21580.78588808059
Pound,Chocolate Outer,Chocolate,Apricot,Teal,Bertie Bott,2016-06-01,19928.370934427225
Pound,Candy Outer,Creme de Menthe,Banana,Black,Bertie Bott,2016-06-01,31767.465172783253
Butter,Jelly Filled,Lemon Custard,Mango,Opal,Bertie Bott,2016-06-01,28407.649848714806
Tiramisu,Chocolate Outer,Lemon,Pear,Amethyst,Bertie Bott,2016-06-01,15039.450455435388
Cheese,Jelly Filled,Watermelon,Pear,Teal,Bertie Bott,2016-06-01,24594.905219173397
Pound,Candy Outer,Butter Toffee,Mojito,Taupe,Bertie Bott,2016-06-01,26219.838486626428
Sponge,Chocolate Outer,Toasted Coconut,Mojito,Amethyst,Bertie Bott,2016-06-01,11888.843629866167
Sponge,Chocolate Outer,Coffee,Papaya,White,Bertie Bott,2016-06-01,19250.63016789085
Pound,Jelly Filled,Black Licorice,Black Cherry,Teal,Bertie Bott,2016-06-01,13914.065364401982
Butter,Chocolate Outer,Spice,Black Cherry,Tiffany,Slugworth,2016-07-01,10435.994442479341
Tiramisu,Candy Outer,Spice,Rock and Rye,Taupe,Slugworth,2016-07-01,9698.091802083187
Sponge,Jelly Filled,Wild Cherry Cream,Wild Cherry Cream,Slate,Slugworth,2016-07-01,8088.132434561943
Sponge,Chocolate Outer,Fruit Punch,Pear,Teal,Slugworth,2016-07-01,1338.361369465846
Pound,Chocolate Outer,Orange,Cucumber,Taupe,Slugworth,2016-07-01,4089.609236046969
Butter,Candy Outer,Coconut,Wild Cherry Cream,Taupe,Slugworth,2016-07-01,6581.667769383527
Butter,Chocolate Outer,Irish Cream,Kiwi,Slate,Slugworth,2016-07-01,3264.59653808751
Cheese,Jelly Filled,Dill Pickle,Peppermint,Teal,Slugworth,2016-07-01,3346.2691557298976
Chiffon,Candy Outer,Coconut,Kiwi,White,Slugworth,2016-07-01,12338.972760822084
Butter,Candy Outer,Horchata,Cucumber,Tiffany,Slugworth,2016-07-01,6859.999920521312
Butter,Jelly Filled,Ginger Ale,Fuzzy Navel,Olive,Slugworth,2016-07-01,5348.290880679688
Cheese,Jelly Filled,Lemon,Pear,Black,Slugworth,2016-07-01,4082.523406191529
Cheese,Chocolate Outer,Chocolate,Fuzzy Navel,Rose,Slugworth,2016-07-01,2009.719191855156
Tiramisu,Candy Outer,Chocolate Mint,Fuzzy Navel,Amethyst,Slugworth,2016-07-01,11819.893574638949
Sponge,Chocolate Outer,Vanilla,Black Cherry,Slate,Slugworth,2016-07-01,8431.182696902457
Chiffon,Jelly Filled,Plum,Banana,Olive,Slugworth,2016-07-01,4994.2515667857215
Tiramisu,Candy Outer,Bavarian Cream,Butter Rum,Rose,Slugworth,2016-07-01,8823.942375758437
Sponge,Jelly Filled,Cherry Cola,Vanilla,Rose,Slugworth,2016-07-01,8741.348608217439
Sponge,Chocolate Outer,Cheesecake,Mojito,Amethyst,Slugworth,2016-07-01,12299.627927619083
Cheese,Candy Outer,Kettle Corn,Toffee,Opal,Slugworth,2016-07-01,2538.6304204730004
Butter,Candy Outer,Orange Pineapple	P,Dill Pickle,Slate,Slugworth,2016-07-01,4167.386825421467
Sponge,Jelly Filled,Sassafras,Black Cherry,Amethyst,Slugworth,2016-07-01,3324.4410851415046
Chiffon,Jelly Filled,Chocolate,Black Currant,Rose,Slugworth,2016-07-01,6089.048232906329
Tiramisu,Candy Outer,Orange Pineapple	P,Apple,Rose,Slugworth,2016-07-01,2633.750157796159
Butter,Chocolate Outer,Watermelon,Toffee,Teal,Slugworth,2016-07-01,2619.4762649736595
Chiffon,Jelly Filled,Lemon Bar,Apple,Tiffany,Perk-a-Cola,2016-07-01,13646.206801870945
Tiramisu,Jelly Filled,Vanilla,Tutti Frutti,Rose,Perk-a-Cola,2016-07-01,25940.348206542887
Cheese,Candy Outer,Pink Lemonade,Fuzzy Navel,Opal,Perk-a-Cola,2016-07-01,11445.12690720604
Tiramisu,Candy Outer,Gingersnap,Black Cherry,Black,Perk-a-Cola,2016-07-01,4956.886735918037
Cheese,Jelly Filled,Orange Brandy,Black Currant,Citrine,Perk-a-Cola,2016-07-01,18173.20209683129
Cheese,Jelly Filled,Dill Pickle,Passion Fruit,Rose,Perk-a-Cola,2016-07-01,33055.32222656974
Butter,Jelly Filled,Pink Lemonade,Kiwi,Opal,Perk-a-Cola,2016-07-01,21274.169148783138
Tiramisu,Jelly Filled,Pink Lemonade,Mango,Olive,Perk-a-Cola,2016-07-01,28281.44785092755
Sponge,Chocolate Outer,Dill Pickle,Tangerine,Amethyst,Perk-a-Cola,2016-07-01,6517.894261651622
Sponge,Chocolate Outer,Fruit Punch,Ginger Beer,White,Perk-a-Cola,2016-07-01,9497.891544601054
Pound,Candy Outer,Cheesecake,Cucumber,Burgundy,Perk-a-Cola,2016-07-01,3416.6660623517782
Chiffon,Chocolate Outer,Cherry Cream Spice,Whipped Cream,Black,Perk-a-Cola,2016-07-01,12746.419573445972
Butter,Chocolate Outer,Plum,Fuzzy Navel,Taupe,Perk-a-Cola,2016-07-01,28101.624243820464
Cheese,Jelly Filled,Vanilla,Tutti Frutti,White,Perk-a-Cola,2016-07-01,5201.563122817418
Butter,Jelly Filled,Wintergreen,Wild Cherry Cream,Slate,Perk-a-Cola,2016-07-01,19651.34783889476
Butter,Candy Outer,Watermelon,Dill Pickle,Amethyst,Perk-a-Cola,2016-07-01,10550.849925791019
Chiffon,Chocolate Outer,Ginger Lime,Egg Nog,Citrine,Perk-a-Cola,2016-07-01,29303.04908768359
Chiffon,Jelly Filled,Chocolate Mint,Whipped Cream,Amethyst,Perk-a-Cola,2016-07-01,6946.064287327086
Sponge,Chocolate Outer,Spice,Banana,White,Perk-a-Cola,2016-07-01,7476.226609443108
Cheese,Jelly Filled,Horchata,Tutti Frutti,Olive,Perk-a-Cola,2016-07-01,6395.1644536297845
Sponge,Jelly Filled,Acai Berry,Rum,Slate,Perk-a-Cola,2016-07-01,13069.528922587979
Butter,Jelly Filled,Orange,Passion Fruit,Slate,Perk-a-Cola,2016-07-01,32254.077864013
Chiffon,Candy Outer,Irish Cream,Hazelnut,White,Perk-a-Cola,2016-07-01,8420.088339455879
Cheese,Chocolate Outer,Birch Beer,Apple,Olive,Perk-a-Cola,2016-07-01,15373.642036412593
Butter,Chocolate Outer,Chocolate Mint,Papaya,Amethyst,Perk-a-Cola,2016-07-01,25063.67845207911
Butter,Candy Outer,Amaretto,Ginger Beer,Amethyst,Fickelgruber,2016-07-01,5848.866843142907
Butter,Jelly Filled,Coconut,Rum,White,Fickelgruber,2016-07-01,13977.179433692942
Chiffon,Jelly Filled,Orange Pineapple	P,Papaya,Olive,Fickelgruber,2016-07-01,28120.529980967414
Sponge,Jelly Filled,Acai Berry,Fuzzy Navel,Citrine,Fickelgruber,2016-07-01,23852.355088378234
Chiffon,Candy Outer,Acai Berry,Lemon,Olive,Fickelgruber,2016-07-01,8140.645261109335
Tiramisu,Chocolate Outer,Pink Lemonade,Mojito,Opal,Fickelgruber,2016-07-01,16542.891958746874
Chiffon,Candy Outer,Sassafras,Lemon,Burgundy,Fickelgruber,2016-07-01,2673.1773410822575
Sponge,Candy Outer,Vanilla,Rum,Opal,Fickelgruber,2016-07-01,17264.493205254294
Chiffon,Candy Outer,Pecan,Ginger Beer,Slate,Fickelgruber,2016-07-01,26605.68707272052
Cheese,Jelly Filled,Pink Lemonade,Apple,White,Fickelgruber,2016-07-01,3131.516239594551
Cheese,Chocolate Outer,Orange Pineapple	P,Banana,White,Fickelgruber,2016-07-01,15014.661552789808
Cheese,Chocolate Outer,Wintergreen,Rum,Opal,Fickelgruber,2016-07-01,23289.742567975212
Chiffon,Candy Outer,Spice,Hazelnut,Olive,Fickelgruber,2016-07-01,14125.482900590572
Butter,Jelly Filled,Wild Cherry Cream,Kiwi,White,Fickelgruber,2016-07-01,13885.956986822459
Butter,Candy Outer,Coffee,Apple,Burgundy,Fickelgruber,2016-07-01,16683.614110236267
Pound,Candy Outer,Watermelon,Egg Nog,Burgundy,Fickelgruber,2016-07-01,12146.197027590835
Sponge,Jelly Filled,Kettle Corn,Butter Rum,Olive,Fickelgruber,2016-07-01,5036.688428309476
Pound,Jelly Filled,Lemon Bar,Black Currant,Slate,Fickelgruber,2016-07-01,20415.155171955463
Tiramisu,Chocolate Outer,Dill Pickle,Rum,Black,Fickelgruber,2016-07-01,14126.759532573136
Chiffon,Chocolate Outer,Kettle Corn,Mixed Berry,Rose,Fickelgruber,2016-07-01,17164.243051941445
Pound,Candy Outer,Apricot,Banana,Teal,Fickelgruber,2016-07-01,17952.126665512715
Cheese,Candy Outer,Butter Toffee,Hazelnut,Black,Fickelgruber,2016-07-01,21554.330728302004
Chiffon,Chocolate Outer,Lemon,Cucumber,Tiffany,Fickelgruber,2016-07-01,7284.203068693441
Tiramisu,Candy Outer,Gingersnap,Butter Rum,Tiffany,Fickelgruber,2016-07-01,20117.65878363657
Cheese,Jelly Filled,Ginger Ale,Rum,Opal,Fickelgruber,2016-07-01,3460.169965537319
Pound,Jelly Filled,Margarita,Papaya,White,Zebrabar,2016-07-01,8030.885839417166
Sponge,Chocolate Outer,Pecan,Wild Cherry Cream,Black,Zebrabar,2016-07-01,6077.817729768826
Butter,Chocolate Outer,Orange,Mango,Tiffany,Zebrabar,2016-07-01,9527.897989471305
Chiffon,Jelly Filled,Irish Cream,Apricot,Amethyst,Zebrabar,2016-07-01,4503.5643031912705
Sponge,Candy Outer,Caramel Cream,Tangerine,Opal,Zebrabar,2016-07-01,13744.595839432614
Pound,Jelly Filled,Lemon Bar,Toffee,Slate,Zebrabar,2016-07-01,5281.052200834585
Pound,Jelly Filled,Cherry Cream Spice,Apple,Rose,Zebrabar,2016-07-01,10497.227024065873
Cheese,Chocolate Outer,Butter Milk,Rum,Teal,Zebrabar,2016-07-01,19484.868450457507
Tiramisu,Jelly Filled,Lemon Custard,Banana,Teal,Zebrabar,2016-07-01,17835.01185140082
Pound,Jelly Filled,Grand Mariner,Mixed Berry,Olive,Zebrabar,2016-07-01,13232.249860896209
Pound,Candy Outer,Cream Soda,Black Currant,Opal,Zebrabar,2016-07-01,4090.2437613371544
Tiramisu,Chocolate Outer,Kettle Corn,Butter Rum,Citrine,Zebrabar,2016-07-01,6540.397896593731
Tiramisu,Jelly Filled,Wild Cherry Cream,Mixed Berry,Citrine,Zebrabar,2016-07-01,5956.982426424622
Tiramisu,Chocolate Outer,Bavarian Cream,Rum,Olive,Zebrabar,2016-07-01,10696.749685486691
Tiramisu,Jelly Filled,Lemon Bar,Vanilla,Amethyst,Zebrabar,2016-07-01,17565.461060115515
Cheese,Chocolate Outer,Watermelon,Black Currant,Teal,Zebrabar,2016-07-01,6243.688748187388
Sponge,Candy Outer,Butter Milk,Hazelnut,Rose,Zebrabar,2016-07-01,1554.5593880279057
Butter,Jelly Filled,Irish Cream,Tangerine,Opal,Zebrabar,2016-07-01,17187.485168321822
Pound,Candy Outer,Dill Pickle,Rock and Rye,Slate,Zebrabar,2016-07-01,2772.0963071880687
Sponge,Chocolate Outer,Wintergreen,Ginger Beer,Slate,Zebrabar,2016-07-01,15251.532818614443
Butter,Jelly Filled,Fruit Punch,Papaya,Opal,Zebrabar,2016-07-01,17345.37159258263
Butter,Candy Outer,Toasted Coconut,Rock and Rye,Teal,Zebrabar,2016-07-01,5899.446475313319
Chiffon,Candy Outer,Sassafras,Black Currant,Black,Zebrabar,2016-07-01,15795.667085830202
Chiffon,Jelly Filled,Cherry Cola,Apricot,Tiffany,Zebrabar,2016-07-01,17608.05897625868
Cheese,Candy Outer,Doughnut,Mango,Slate,Zebrabar,2016-07-01,17741.496442321837
Cheese,Chocolate Outer,Bavarian Cream,Papaya,Olive,Dandy's Candies,2016-07-01,31705.46095977348
Cheese,Candy Outer,Wild Cherry Cream,Kiwi,Burgundy,Dandy's Candies,2016-07-01,29093.770979620163
Sponge,Chocolate Outer,Apricot,Banana,Slate,Dandy's Candies,2016-07-01,24141.122585922516
Chiffon,Jelly Filled,Raspberry Ginger Ale,Mixed Berry,Taupe,Dandy's Candies,2016-07-01,38110.81809301208
Sponge,Jelly Filled,Chocolate,Egg Nog,Olive,Dandy's Candies,2016-07-01,28321.753290651468
Chiffon,Jelly Filled,Kettle Corn,Hazelnut,Rose,Dandy's Candies,2016-07-01,47844.02911749056
Chiffon,Jelly Filled,Wintergreen,Apple,Slate,Dandy's Candies,2016-07-01,27259.260328249668
Chiffon,Chocolate Outer,Blueberry,Pear,Citrine,Dandy's Candies,2016-07-01,39916.95933369775
Pound,Candy Outer,Lemon,Wild Cherry Cream,White,Dandy's Candies,2016-07-01,31866.9600837744
Tiramisu,Chocolate Outer,Toasted Coconut,Vanilla,Citrine,Dandy's Candies,2016-07-01,42599.985139336044
Pound,Jelly Filled,Doughnut,Black Cherry,Rose,Dandy's Candies,2016-07-01,37576.3183345231
Butter,Chocolate Outer,Raspberry Ginger Ale,Apple,Olive,Dandy's Candies,2016-07-01,17024.615082258017
Cheese,Jelly Filled,Vanilla,Egg Nog,Tiffany,Dandy's Candies,2016-07-01,19685.982599344254
Sponge,Candy Outer,Cheesecake,Hazelnut,Black,Dandy's Candies,2016-07-01,21449.903601485687
Cheese,Chocolate Outer,Lemon,Mixed Berry,Citrine,Dandy's Candies,2016-07-01,39849.47250851351
Butter,Candy Outer,Ginger Lime,Vanilla,Burgundy,Dandy's Candies,2016-07-01,32672.861079631497
Sponge,Chocolate Outer,Lemon Bar,Black Currant,Burgundy,Dandy's Candies,2016-07-01,18271.96116304396
Pound,Chocolate Outer,Lemon,Dill Pickle,Slate,Dandy's Candies,2016-07-01,14106.287163749488
Chiffon,Candy Outer,Caramel Cream,Dill Pickle,Citrine,Dandy's Candies,2016-07-01,28323.510635163908
Butter,Jelly Filled,Cheesecake,Pear,Olive,Dandy's Candies,2016-07-01,20385.430098291494
Pound,Candy Outer,Apricot,Toffee,Olive,Dandy's Candies,2016-07-01,11325.35096079113
Tiramisu,Chocolate Outer,Wild Cherry Cream,Tangerine,Opal,Dandy's Candies,2016-07-01,49454.247932371145
Cheese,Chocolate Outer,Coconut,Black Currant,Citrine,Dandy's Candies,2016-07-01,31065.25566183349
Butter,Chocolate Outer,Butter Milk,Banana,Olive,Dandy's Candies,2016-07-01,21326.909819500383
Chiffon,Chocolate Outer,Pecan,Wild Cherry Cream,Taupe,Dandy's Candies,2016-07-01,9275.857847718138
Pound,Jelly Filled,Gingersnap,Kiwi,Slate,Bertie Bott,2016-07-01,30411.611661092433
Sponge,Jelly Filled,Orange Pineapple	P,Toffee,Burgundy,Bertie Bott,2016-07-01,20785.0472751584
Sponge,Candy Outer,Amaretto,Mango,Opal,Bertie Bott,2016-07-01,45026.121614790565
Butter,Jelly Filled,Apricot,Hazelnut,Amethyst,Bertie Bott,2016-07-01,45685.64596642875
Sponge,Chocolate Outer,Black Licorice,Black Currant,Burgundy,Bertie Bott,2016-07-01,44711.35798377615
Chiffon,Chocolate Outer,Sour,Tutti Frutti,Amethyst,Bertie Bott,2016-07-01,19065.991306366785
Sponge,Chocolate Outer,Lemon Bar,Lemon,Taupe,Bertie Bott,2016-07-01,20364.928541093668
Sponge,Candy Outer,Sassafras,Tangerine,White,Bertie Bott,2016-07-01,24753.398135897525
Butter,Chocolate Outer,Vanilla,Papaya,Amethyst,Bertie Bott,2016-07-01,42303.349622934315
Pound,Candy Outer,Wintergreen,Toffee,Citrine,Bertie Bott,2016-07-01,33311.28599474619
Cheese,Jelly Filled,Lemon Bar,Hazelnut,Citrine,Bertie Bott,2016-07-01,27756.844241738792
Chiffon,Chocolate Outer,Kettle Corn,Rock and Rye,Black,Bertie Bott,2016-07-01,25618.28586240116
Tiramisu,Jelly Filled,Butter Toffee,Butter Rum,Amethyst,Bertie Bott,2016-07-01,36912.11195653656
Chiffon,Jelly Filled,Cheesecake,Mojito,White,Bertie Bott,2016-07-01,13370.687198098938
Pound,Chocolate Outer,Pecan,Ginger Beer,Citrine,Bertie Bott,2016-07-01,22138.435038768628
Cheese,Candy Outer,Cream Soda,Ginger Beer,Taupe,Bertie Bott,2016-07-01,16966.549909600217
Pound,Chocolate Outer,Chocolate,Apricot,Teal,Bertie Bott,2016-07-01,29077.75682576268
Pound,Candy Outer,Creme de Menthe,Banana,Black,Bertie Bott,2016-07-01,38304.59452373278
Butter,Jelly Filled,Lemon Custard,Mango,Opal,Bertie Bott,2016-07-01,39738.59841517402
Tiramisu,Chocolate Outer,Lemon,Pear,Amethyst,Bertie Bott,2016-07-01,29823.61729843713
Cheese,Jelly Filled,Watermelon,Pear,Teal,Bertie Bott,2016-07-01,38011.2137897394
Pound,Candy Outer,Butter Toffee,Mojito,Taupe,Bertie Bott,2016-07-01,57386.64851916682
Sponge,Chocolate Outer,Toasted Coconut,Mojito,Amethyst,Bertie Bott,2016-07-01,10149.155615724005
Sponge,Chocolate Outer,Coffee,Papaya,White,Bertie Bott,2016-07-01,22632.67748387824
Pound,Jelly Filled,Black Licorice,Black Cherry,Teal,Bertie Bott,2016-07-01,18815.265237923373
Butter,Chocolate Outer,Spice,Black Cherry,Tiffany,Slugworth,2016-08-01,6851.1111634988
Tiramisu,Candy Outer,Spice,Rock and Rye,Taupe,Slugworth,2016-08-01,6065.927022663779
Sponge,Jelly Filled,Wild Cherry Cream,Wild Cherry Cream,Slate,Slugworth,2016-08-01,5455.993819418511
Sponge,Chocolate Outer,Fruit Punch,Pear,Teal,Slugworth,2016-08-01,1187.9910758531107
Pound,Chocolate Outer,Orange,Cucumber,Taupe,Slugworth,2016-08-01,2169.792278751979
Butter,Candy Outer,Coconut,Wild Cherry Cream,Taupe,Slugworth,2016-08-01,5300.469559047426
Butter,Chocolate Outer,Irish Cream,Kiwi,Slate,Slugworth,2016-08-01,2519.453489457922
Cheese,Jelly Filled,Dill Pickle,Peppermint,Teal,Slugworth,2016-08-01,1685.1765016520983
Chiffon,Candy Outer,Coconut,Kiwi,White,Slugworth,2016-08-01,6113.980286450969
Butter,Candy Outer,Horchata,Cucumber,Tiffany,Slugworth,2016-08-01,6122.215538046085
Butter,Jelly Filled,Ginger Ale,Fuzzy Navel,Olive,Slugworth,2016-08-01,2637.108975230704
Cheese,Jelly Filled,Lemon,Pear,Black,Slugworth,2016-08-01,3078.9305082683622
Cheese,Chocolate Outer,Chocolate,Fuzzy Navel,Rose,Slugworth,2016-08-01,1365.2122092307638
Tiramisu,Candy Outer,Chocolate Mint,Fuzzy Navel,Amethyst,Slugworth,2016-08-01,5950.512857280681
Sponge,Chocolate Outer,Vanilla,Black Cherry,Slate,Slugworth,2016-08-01,4189.4695011137865
Chiffon,Jelly Filled,Plum,Banana,Olive,Slugworth,2016-08-01,2539.4579706716227
Tiramisu,Candy Outer,Bavarian Cream,Butter Rum,Rose,Slugworth,2016-08-01,7790.256906161105
Sponge,Jelly Filled,Cherry Cola,Vanilla,Rose,Slugworth,2016-08-01,5843.307748050646
Sponge,Chocolate Outer,Cheesecake,Mojito,Amethyst,Slugworth,2016-08-01,6144.451713095568
Cheese,Candy Outer,Kettle Corn,Toffee,Opal,Slugworth,2016-08-01,1563.8928132993851
Butter,Candy Outer,Orange Pineapple	P,Dill Pickle,Slate,Slugworth,2016-08-01,2677.029987992358
Sponge,Jelly Filled,Sassafras,Black Cherry,Amethyst,Slugworth,2016-08-01,1657.675457237513
Chiffon,Jelly Filled,Chocolate,Black Currant,Rose,Slugworth,2016-08-01,3764.9536308316497
Tiramisu,Candy Outer,Orange Pineapple	P,Apple,Rose,Slugworth,2016-08-01,2217.4418440010418
Butter,Chocolate Outer,Watermelon,Toffee,Teal,Slugworth,2016-08-01,1352.323794706296
Chiffon,Jelly Filled,Lemon Bar,Apple,Tiffany,Perk-a-Cola,2016-08-01,14102.442803072487
Tiramisu,Jelly Filled,Vanilla,Tutti Frutti,Rose,Perk-a-Cola,2016-08-01,25445.485289178523
Cheese,Candy Outer,Pink Lemonade,Fuzzy Navel,Opal,Perk-a-Cola,2016-08-01,10324.867700720662
Tiramisu,Candy Outer,Gingersnap,Black Cherry,Black,Perk-a-Cola,2016-08-01,5734.8576313800595
Cheese,Jelly Filled,Orange Brandy,Black Currant,Citrine,Perk-a-Cola,2016-08-01,18208.295487087085
Cheese,Jelly Filled,Dill Pickle,Passion Fruit,Rose,Perk-a-Cola,2016-08-01,33509.20230485656
Butter,Jelly Filled,Pink Lemonade,Kiwi,Opal,Perk-a-Cola,2016-08-01,20836.56574568826
Tiramisu,Jelly Filled,Pink Lemonade,Mango,Olive,Perk-a-Cola,2016-08-01,28070.71212438706
Sponge,Chocolate Outer,Dill Pickle,Tangerine,Amethyst,Perk-a-Cola,2016-08-01,6266.799154518942
