product,base_cake,truffle_type,primary_flavor,secondary_flavor,color_group,rate_kg_per_hr,cost_usd_per_kg,price_usd_per_kg,ebit_per_kg,ebit_per_hr,kg_produced
PouChoBavDilBla,Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.291957582731059,1.462629409958876,2.3096742580880734,0.8470448481291974,0.24730116632459745,1339.1811678238798
PouJelManRocOpa,Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.4124355068685376,1.758177337897981,2.3562851280467623,0.5981077901487812,0.2466808895920335,945.6107202175374
PouCanCocWilTau,Pound,Candy Outer,Coconut,Wild Cherry Cream,Taupe,0.3093077754434247,1.5131610275877563,2.3055808264412336,0.7924197988534774,0.24510160520069513,1252.8187544958691
PouJelGinKiwTau,Pound,Jelly Filled,Gingersnap,Kiwi,Taupe,0.4265829555378767,1.7563828317518655,2.330250192781385,0.5738673610295195,0.24480203495469416,907.2865084025644
PouCanDilMojCit,Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.3291014754760979,0.7853506432935116,1.5225696965734428,0.7372190532799312,0.2426198781835174,1165.5461631033352
PouCanGraMojAme,Pound,Candy Outer,Grand Mariner,Mojito,Amethyst,0.2059240569566896,0.5336269794910099,1.7096609221117003,1.1760339426206903,0.24217368058322328,1859.3141935255346
PouCanDilMojCit,Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.32361933381672386,0.7743575215823819,1.5225696965734428,0.7482121749910609,0.24213592562416913,1182.9263308756267
PouJelManRocOpa,Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.3660175635096368,1.6949159039525226,2.3562851280467623,0.6613692240942397,0.2420727519832326,1045.6272909769293
PouCanCreHazCit,Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.2390619799714541,0.7694114491392124,1.7659740646541122,0.9965626155148998,0.23824023203052289,1575.5693340233906
PouJelLemWhiTea,Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.3137995612578528,1.0808683165521793,1.8377107747242245,0.7568424581720452,0.2374968313157026,1196.570841829784
PouCanOraBlaOpa,Pound,Candy Outer,Orange,Black Currant,Opal,0.42068821200180384,1.7937136209436002,2.3543459827827156,0.5606323618391154,0.23585142589244576,886.3619236995239
PouCanDilMojCit,Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.3177828504245013,0.7809696620509385,1.5225696965734428,0.7416000345225042,0.23566777284546994,1172.472511323977
PouJelLemWhiTea,Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.3797576281595216,1.2195223660261434,1.8377107747242245,0.6181884086980811,0.23476176384289224,977.3582554972461
PouCanCreHazCit,Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.2364605138565557,0.7789876906263118,1.7659740646541122,0.9869863740278004,0.23338330517203237,1560.4292593433058
PouChoBavDilBla,Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.2979843275810737,1.531464800451602,2.3096742580880734,0.7782094576364713,0.23189422195103596,1230.3521502916212
PouCanCreHazCit,Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.2330074385794555,0.7741404082900692,1.7659740646541122,0.991833656364043,0.23110461976628152,1568.0928313892941
PouCanCocWilTau,Pound,Candy Outer,Coconut,Wild Cherry Cream,Taupe,0.3338672139922487,1.6151261727048547,2.3055808264412336,0.6904546537363789,0.23052017163094762,1091.6114672821705
PouCanDilMojCit,Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.306206766864342,0.7744611088291127,1.5225696965734428,0.7481085877443301,0.22907591191664023,1182.7625590395132
PouCanCheButAme,Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.4995910727188246,1.6981483237272679,2.1511977120953465,0.4530493883680786,0.22633942992941578,716.2728282176122
PouCanDilMojCit,Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.295222891798253,0.7579013692253346,1.5225696965734428,0.7646683273481082,0.22574759486624166,1208.943571143449
PouCanOraBlaOpa,Pound,Candy Outer,Orange,Black Currant,Opal,0.4088112689457037,1.8047689967335137,2.3543459827827156,0.5495769860492019,0.22467326505012952,868.883331988864
PouCanCreHazCit,Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.2228179436333871,0.7665137606966235,1.7659740646541122,0.9994603039574887,0.22269768967100767,1580.1505906134125
PouChoBavDilBla,Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.2359440488681633,1.369594714928722,2.3096742580880734,0.9400795431593514,0.22180617367115063,1486.2693790488145
PouCanDilMojCit,Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.3190746453542493,0.82878155675122,1.5225696965734428,0.6937881398222228,0.22137020466476004,1096.8817216249302
PouJelLemWhiTea,Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.41488926541324617,1.3041738058033219,1.8377107747242245,0.5335369689209026,0.22135876110640323,843.5240031207018
PouJelKetMixCit,Pound,Jelly Filled,Kettle Corn,Mixed Berry,Citrine,0.2429289470591904,0.8293546007539052,1.7354072488415266,0.9060526480876214,0.22010641578011705,1432.4727268641955
PouChoBavDilBla,Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.2427510640545805,1.404709365133912,2.3096742580880734,0.9049648929541614,0.2196811906966622,1430.7529818080147
PouCanCocWilTau,Pound,Candy Outer,Coconut,Wild Cherry Cream,Taupe,0.4216528280457372,1.7863517827553619,2.3055808264412336,0.5192290436858717,0.21893439467363146,820.9031182080497
PouJelManRocOpa,Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.4400857146355889,1.860616225027695,2.3562851280467623,0.4956689030190673,0.21813680340778463,783.6544450569752
PouCanCreHazCit,Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.21561125959921712,0.7604655878039156,1.7659740646541122,1.0055084768501965,0.21679894923136112,1589.7127752551658
PouJelGinKiwTau,Pound,Jelly Filled,Gingersnap,Kiwi,Taupe,0.29724297182460524,1.601617897755519,2.330250192781385,0.7286322950258659,0.21658082874087092,1151.9704652263008
PouJelKetMixCit,Pound,Jelly Filled,Kettle Corn,Mixed Berry,Citrine,0.22852021435888806,0.7923733556840706,1.7354072488415266,0.943033893157456,0.21550230741203857,1490.9402177763748
PouJelLemWhiTea,Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.2803931909105025,1.0692753820209133,1.8377107747242245,0.7684353927033112,0.2154640517686465,1214.8993159812715
PouChoBavDilBla,Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.2354021283581024,1.3955457788335406,2.3096742580880734,0.9141284792545328,0.21518778960927246,1445.240647048279
PouJelLemWhiTea,Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.30845573553090977,1.1408876919763897,1.8377107747242245,0.6968230827478348,0.21493907652389938,1101.6799780813344
PouJelManRocOpa,Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.3573018012985624,1.7557930727514206,2.3562851280467623,0.6004920552953417,0.21455689302250153,949.380252598762
PouChoBavDilBla,Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.16525410813529512,1.0154536477761367,2.3096742580880734,1.2942206103119367,0.21387527268741643,2046.167770416466
PouCanDilMojCit,Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.31132698367132955,0.8392130595659527,1.5225696965734428,0.68335663700749,0.21274736057132554,1080.3894754912742
PouCanDilMojCit,Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.2793889886747449,0.7701088582766096,1.5225696965734428,0.7524608382968332,0.21022927262910296,1189.64348392848
PouCanOraBlaOpa,Pound,Candy Outer,Orange,Black Currant,Opal,0.3468525078437296,1.749476687133898,2.3543459827827156,0.6048692956488175,0.2098004321134627,956.3006864593308
PouCanOraBlaOpa,Pound,Candy Outer,Orange,Black Currant,Opal,0.43911102371870864,1.876617928824551,2.3543459827827156,0.47772805395816453,0.2097756548327161,755.2898935811044
PouCanOraBlaOpa,Pound,Candy Outer,Orange,Black Currant,Opal,0.4925092714063166,1.928627497566489,2.3543459827827156,0.42571848521622657,0.2096703009780445,673.0625650521889
PouJelLemWhiTea,Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.3223657506561985,1.1904404122112993,1.8377107747242245,0.6472703625129252,0.20865779628898887,1023.3369365061445
PouCanCreHazCit,Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.20923185737937933,0.7709047264231476,1.7659740646541122,0.9950693382309647,0.20820020585933458,1573.2084568851826
PouJelManRocOpa,Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.5219147005679061,1.9576716309950197,2.3562851280467623,0.39861349705174254,0.20804224395608614,630.2094743520497
PouCanCheButAme,Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.4700195953967329,1.7117147134943145,2.1511977120953465,0.439482998601032,0.20656562118619998,694.8243137363385
PouCanCocWilTau,Pound,Candy Outer,Coconut,Wild Cherry Cream,Taupe,0.4322949056311316,1.8281183339945417,2.3055808264412336,0.4774624924466919,0.20640460311464756,754.8700398084873
PouCanCocWilTau,Pound,Candy Outer,Coconut,Wild Cherry Cream,Taupe,0.38187544915901056,1.766184305417596,2.3055808264412336,0.5393965210236376,0.20598228874070929,852.787977566915
PouCanSouPapTau,Pound,Candy Outer,Sour,Papaya,Taupe,0.6840349574313744,1.483894018232288,1.7848526766106136,0.3009586583783257,0.20586624307242157,475.8167982296966
PouCanOraBlaOpa,Pound,Candy Outer,Orange,Black Currant,Opal,0.6396548585233168,2.0325134332181354,2.3543459827827156,0.3218325495645802,0.2058617539599299,508.81850060422437
PouCanDilMojCit,Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.27569979694599395,0.7764219939178644,1.5225696965734428,0.7461477026555784,0.20571277011386283,1179.6623921606017
PouCanCreHazCit,Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.2040943532352181,0.7604779273902368,1.7659740646541122,1.0054961372638753,0.20521608381538073,1589.6932663216583
PouCanOraBlaOpa,Pound,Candy Outer,Orange,Black Currant,Opal,0.3867419794579936,1.8245845344456204,2.3543459827827156,0.5297614483370952,0.2048809911704218,837.5548905338849
PouJelLemWhiTea,Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.4235887444058832,1.3567572723342518,1.8377107747242245,0.4809535023899727,0.20372649019498046,760.3893399766579
PouCanOraBlaOpa,Pound,Candy Outer,Orange,Black Currant,Opal,0.43964443646737106,1.891376348846482,2.3543459827827156,0.46296963393623347,0.20354202381340042,731.9567746749962
PouCanCreHazCit,Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.20309100768111854,0.7713655805774522,1.7659740646541122,0.99460848407666,0.20199603927931864,1572.4798446919542
PouCanCocWilTau,Pound,Candy Outer,Coconut,Wild Cherry Cream,Taupe,0.2443605278331568,1.479004167042765,2.3055808264412336,0.8265766593984687,0.20198270878517727,1306.820882594359
PouChoBavDilBla,Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.2184759956441883,1.387033150771312,2.3096742580880734,0.9226411073167613,0.20157493454328582,1458.69914480646
PouCanOraBlaOpa,Pound,Candy Outer,Orange,Black Currant,Opal,0.4231490358963481,1.8783452372276432,2.3543459827827156,0.4760007455550723,0.20141925656757176,752.5590123419894
PouCanDilMojCit,Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.2741426732677152,0.7879666101632051,1.5225696965734428,0.7346030864102376,0.20138605389921693,1161.4103094052905
PouCanCreHazCit,Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.20161513965886732,0.767895043541005,1.7659740646541122,0.9980790211131072,0.2012278412323047,1577.9667771155566
PouChoBavDilBla,Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.16574963395854586,1.1001615419392468,2.3096742580880734,1.2095127161488266,0.2004762899698746,1912.2442634382937
PouChoBavDilBla,Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.2325184167471767,1.448146329981398,2.3096742580880734,0.8615279281066754,0.20032110982683965,1362.0789730590607
PouJelManRocOpa,Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.28321287103636816,1.64918127663319,2.3562851280467623,0.7071038514135723,0.2002609118797113,1117.9339129447806
PouCanOraBlaOpa,Pound,Candy Outer,Orange,Black Currant,Opal,0.4146308259560678,1.8714720133907417,2.3543459827827156,0.4828739693919739,0.20021443276167916,763.4256057047211
PouCanCreHazCit,Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.1986423055563428,0.7616178888959797,1.7659740646541122,1.0043561757581325,0.1995076263523469,1587.8909827897926
PouCanRasEggOli,Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.36124609376585337,1.534575728525795,2.081366557204575,0.5467908286787799,0.1975260509672032,864.4784064535709
PouCanOraBlaOpa,Pound,Candy Outer,Orange,Black Currant,Opal,0.4184426819094949,1.882395587945094,2.3543459827827156,0.4719503948376216,0.19748418894409941,746.1553922551996
PouJelKetMixCit,Pound,Jelly Filled,Kettle Corn,Mixed Berry,Citrine,0.21162205224695732,0.8046527665109096,1.7354072488415266,0.9307544823306171,0.19696817368885955,1471.5264219571868
PouCanDilMojCit,Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.2676667849132539,0.7889733682292954,1.5225696965734428,0.7335963283441473,0.19635937063204567,1159.8186210246333
PouChoBavDilBla,Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.2523081201480312,1.5316571991340864,2.3096742580880734,0.778017058953987,0.19630002158778043,1230.0479672334677
PouJelKetMixCit,Pound,Jelly Filled,Kettle Corn,Mixed Berry,Citrine,0.22244289530151806,0.8531232967059831,1.7354072488415266,0.8822839521355436,0.19625779679109628,1394.8943270037203
PouChoBavDilBla,Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.19763018991517345,1.3169745030176236,2.3096742580880734,0.9926997550704497,0.19618744112331915,1569.4621367804527
PouCanDilMojCit,Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.2608689616342466,0.7763524374582392,1.5225696965734428,0.7462172591152035,0.1946649215389367,1179.77236119121
PouCanDilMojCit,Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.2556048641514942,0.7639266247643184,1.5225696965734428,0.7586430718091244,0.19391285930924348,1199.4176189262143
PouCanCocWilTau,Pound,Candy Outer,Coconut,Wild Cherry Cream,Taupe,0.5135765445513003,1.9287205682091215,2.3055808264412336,0.3768602582321121,0.19354658920155887,595.8175199817882
PouCanOraBlaOpa,Pound,Candy Outer,Orange,Black Currant,Opal,0.4272758514045461,1.902062158573008,2.3543459827827156,0.4522838242097076,0.19324995606570686,715.0624683341706
PouCanCheButAme,Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.4371527600834689,1.7114420686852194,2.1511977120953465,0.4397556434101271,0.1922403932790188,695.2553662297825
PouJelLemWhiTea,Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.3201678492037018,1.2403713309692452,1.8377107747242245,0.5973394437549793,0.1912488849515673,944.395961609162
PouCanCocWilTau,Pound,Candy Outer,Coconut,Wild Cherry Cream,Taupe,0.271310414472248,1.6011890943558942,2.3055808264412336,0.7043917320853395,0.19110881278289812,1113.6460418393929
PouCanDilMojCit,Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.2528982045391517,0.7673583577595413,1.5225696965734428,0.7552113388139015,0.19099159163364463,1193.992035841266
PouCanDilMojCit,Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.2546054941190158,0.7736384015276028,1.5225696965734428,0.74893129504584,0.1906820224363405,1184.0632624523805
PouCanCreHazCit,Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.1890033586012974,0.7640056772725401,1.7659740646541122,1.0019683873815721,0.18937539042744295,1584.115880168366
PouCanDilMojCit,Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.2548593780038987,0.7801838750913863,1.5225696965734428,0.7423858214820565,0.18920398870183028,1173.714843533987
PouJelManRocOpa,Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.257402334753789,1.6213791850508132,2.3562851280467623,0.734905942995949,0.18916650555159223,1161.8891268339448
PouCanOraBlaOpa,Pound,Candy Outer,Orange,Black Currant,Opal,0.4547604881097789,1.941334877597634,2.3543459827827156,0.41301110518508155,0.18782113178872692,652.9721482723976
PouJelAcaMixSla,Pound,Jelly Filled,Acai Berry,Mixed Berry,Slate,0.604571086712226,1.2017691482371298,1.5118713466693592,0.3101021984322294,0.1874788230980233,490.2727702770745
PouCanRasEggOli,Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.4330626050683836,1.6505532270589176,2.081366557204575,0.43081333014565737,0.18656914305106398,681.1175345116526
PouChoBavDilBla,Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.2118017565321926,1.4298603314469698,2.3096742580880734,0.8798139266411036,0.18634613508407138,1390.9892071821375
PouCanDilMojCit,Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.2483346446364067,0.7741439253479934,1.5225696965734428,0.7484257712254494,0.1858600479340006,1183.2640273449967
PouJelManRocOpa,Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.33481302429437765,1.8028591041099993,2.3562851280467623,0.553426023936763,0.18529424079748025,874.9686757161139
PouJelManRocOpa,Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.2920146158305568,1.7220487738879016,2.3562851280467623,0.6342363541588607,0.1852062853054727,1002.7301190896007
PouCanDilMojCit,Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.2495663160981299,0.7820738865496639,1.5225696965734428,0.7404958100237788,0.18480281139373514,1170.7267281378697
PouCanDilMojCit,Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.24957778581387516,0.7821810632719325,1.5225696965734428,0.7403886333015103,0.1847845557411521,1170.5572813271037
PouJelWilManTau,Pound,Jelly Filled,Wild Cherry Cream,Mango,Taupe,0.5379737212122032,1.5430658880351578,1.8864937228639138,0.34342783482875605,0.1847551502706758,542.9607297948537
PouJelLemWhiTea,Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.2487383399734651,1.0953750938685423,1.8377107747242245,0.7423356808556822,0.18464734495911436,1173.6355710105408
PouCanCreHazCit,Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.18742064698531646,0.7815961381387243,1.7659740646541122,0.9843779265153879,0.18449274786557832,1556.305293778088
PouCanDilMojCit,Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.2422387389337201,0.7634492494996183,1.5225696965734428,0.7591204470738244,0.18388837979796505,1200.1723510586194
PouCanDilMojCit,Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.2407745728602651,0.7628995841114272,1.5225696965734428,0.7596701124620155,0.18290924684275134,1201.041374154735
PouCanCreHazCit,Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.18462066811771974,0.7762949384972795,1.7659740646541122,0.9896791261568327,0.1827152214932355,1564.6865108321522
PouCanCreHazCit,Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.18470310011412894,0.7823414478786509,1.7659740646541122,0.9836326167754613,0.18167999369180066,1555.12695620823
PouCanOraBlaOpa,Pound,Candy Outer,Orange,Black Currant,Opal,0.3612790737763511,1.8518367643094538,2.3543459827827156,0.5025092184732618,0.1815460650140981,794.4690101398794
PouCanIriPeaCit,Pound,Candy Outer,Irish Cream,Pear,Citrine,0.4576891959161613,1.352217060205038,1.7466884297439973,0.3944713695389592,0.18054528393623318,623.6607547983024
PouCanDilMojCit,Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.2463683978523941,0.7913011792627671,1.5225696965734428,0.7312685173106757,0.18016145300972689,1156.1383428136708
PouCanRasEggOli,Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.4783867205975554,1.7049486387192687,2.081366557204575,0.37641791848530626,0.18007333359834357,595.1181791381355
PouCanCreHazCit,Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.18199276666275505,0.77682516176109,1.7659740646541122,0.9891489028930223,0.18001794547892996,1563.848225809576
PouCanRasEggOli,Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.3736887016761626,1.5997559685731289,2.081366557204575,0.4816105886314461,0.17997243557917753,761.4281958556127
PouCanDilMojCit,Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.24445630969616414,0.7878872979159502,1.5225696965734428,0.7346823986574925,0.1795977479745367,1161.5357023737222
PouCanDilMojCit,Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.2415547802051756,0.7794976593343081,1.5225696965734428,0.7430720372391346,0.17949260263191122,1174.7997532893237
PouCanDilMojCit,Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.2430995084501724,0.7845171784298838,1.5225696965734428,0.738052518143559,0.17942020437111114,1166.8638742633505
PouCanIriPeaCit,Pound,Candy Outer,Irish Cream,Pear,Citrine,0.3750120259292143,1.2685478696303192,1.7466884297439973,0.4781405601136781,0.1793084601271597,755.942067402001
PouCanRasEggOli,Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.3614074694828493,1.5865574422536204,2.081366557204575,0.4948091149509546,0.17882771011147278,782.2951168092687
PouCanOraBlaOpa,Pound,Candy Outer,Orange,Black Currant,Opal,0.481523293322466,1.9834356576610341,2.3543459827827156,0.37091032512168143,0.17860196127989864,586.4106528142481
PouCanOraBlaOpa,Pound,Candy Outer,Orange,Black Currant,Opal,0.2711050519746542,1.696259904899947,2.3543459827827156,0.6580860778827686,0.1784104603482043,1040.436624169469
PouChoBavDilBla,Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.23222164470054435,1.542357214267562,2.3096742580880734,0.7673170438205115,0.17818762592275883,1213.1312020895336
PouCanOraBlaOpa,Pound,Candy Outer,Orange,Black Currant,Opal,0.2574535356576828,1.6649398016499704,2.3543459827827156,0.6894061811327452,0.17749005883688615,1089.953828056967
PouChoBavDilBla,Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.1973008853897872,1.4117969096511573,2.3096742580880734,0.897877348436916,0.177151995818038,1419.5475466240673
PouCanOraBlaOpa,Pound,Candy Outer,Orange,Black Currant,Opal,0.2373804374615325,1.6081140687177509,2.3543459827827156,0.7462319140649647,0.17714085820849806,1179.795530723235
PouCanRasEggOli,Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.395247956057508,1.6335779066531835,2.081366557204575,0.4477886505513915,0.1769875488761872,707.9555814643544
PouCanOraBlaOpa,Pound,Candy Outer,Orange,Black Currant,Opal,0.42023953771682304,1.9334901865244054,2.3543459827827156,0.42085579625831016,0.1768602452650377,665.3746350779858
PouCanOraBlaOpa,Pound,Candy Outer,Orange,Black Currant,Opal,0.33750715319572483,1.8310685291464917,2.3543459827827156,0.5232774536362239,0.17660988370826983,827.3036699345806
PouCanDilMojCit,Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.2335280638079161,0.7681305816835654,1.5225696965734428,0.7544391148898774,0.17618270576119102,1192.7711468426726
PouCanDilMojCit,Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.2365042151489941,0.7777863621967533,1.5225696965734428,0.7447833343766894,0.17614439795280978,1177.5053206559464
PouChoBavDilBla,Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.1498962636478994,1.1353480635057747,2.3096742580880734,1.1743261945822987,0.17602710887174267,1856.6142372983606
PouJelLemWhiTea,Pound,Jelly Filled,Lemon,Whipped Cream,Teal,0.23408132731950335,1.087066690254512,1.8377107747242245,0.7506440844697124,0.17571176363720367,1186.77118912942
PouJelManRocOpa,Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.3238542628308683,1.8148502208994408,2.3562851280467623,0.5414349071473215,0.17534600272509543,856.0106738805989
PouCanDilMojCit,Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.2455842752479131,0.8117860545192367,1.5225696965734428,0.7107836420542061,0.1745572855919543,1123.751676122675
PouCanCreHazCit,Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.1722385160665491,0.760343667780957,1.7659740646541122,1.0056303968731553,0.1732082872688471,1589.905531281116
PouCanDilMojCit,Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.2266080557038299,0.7610875171744904,1.5225696965734428,0.7614821793989524,0.1725579961267116,1203.9062589623597
PouChoBavDilBla,Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.14949075734330228,1.155503286137265,2.3096742580880734,1.1541709719508084,0.17253789270058165,1824.7487526773236
PouCanCreHazCit,Pound,Candy Outer,Cream Soda,Hazelnut,Citrine,0.1727940538430823,0.7675792077802129,1.7659740646541122,0.9983948568738993,0.172516694655325,1578.466114670011
PouJelKetMixCit,Pound,Jelly Filled,Kettle Corn,Mixed Berry,Citrine,0.1874600326551485,0.8176991331084356,1.7354072488415266,0.9177081157330911,0.17203359334322005,1450.900066110125
PouChoBavDilBla,Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.19915950490071704,1.445973880674975,2.3096742580880734,0.8637003774130985,0.17201413954815514,1365.5136237810848
PouJelKetMixCit,Pound,Jelly Filled,Kettle Corn,Mixed Berry,Citrine,0.19144797919743275,0.838312158039827,1.7354072488415266,0.8970950908016997,0.17174704228192286,1418.3107942894278
PouJelManRocOpa,Pound,Jelly Filled,Mango,Rock and Rye,Opal,0.35218200496562657,1.8689487081959986,2.3562851280467623,0.4873364198507637,0.17163111743581233,770.480757070032
PouChoBavDilBla,Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.2186489777946992,1.5269429499995428,2.3096742580880734,0.7827313080885305,0.17114340040146497,1237.501213275108
PouCanOraBlaOpa,Pound,Candy Outer,Orange,Black Currant,Opal,0.2473006849432353,1.6639348347554122,2.3543459827827156,0.6904111480273034,0.17073914979959753,1091.5426845885322
PouCanOraBlaOpa,Pound,Candy Outer,Orange,Black Currant,Opal,0.3136555037375928,1.8103409022861892,2.3543459827827156,0.5440050804965264,0.1706301875589477,860.0741278463482
PouCanCheButAme,Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.4228910083384553,1.7486370669879565,2.1511977120953465,0.40256064510739,0.1702392771268432,636.4499306329778
PouCanOraBlaOpa,Pound,Candy Outer,Orange,Black Currant,Opal,0.2762666493414855,1.7392109429456017,2.3543459827827156,0.6151350398371138,0.16994129634834063,972.5308675660659
PouChoBavDilBla,Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.1456847499949808,1.1496427161010874,2.3096742580880734,1.160031541986986,0.16899890518066613,1834.014336480231
PouCanRasEggOli,Pound,Candy Outer,Raspberry Ginger Ale,Egg Nog,Olive,0.37135609655987145,1.627745840880007,2.081366557204575,0.453620716324568,0.16845481853298433,717.1760999176547
PouJelGinKiwTau,Pound,Jelly Filled,Gingersnap,Kiwi,Taupe,0.3628758321853308,1.867106413383146,2.330250192781385,0.4631437793982389,0.1680636843705952,732.2320993212587
PouCanDilMojCit,Pound,Candy Outer,Dill Pickle,Mojito,Citrine,0.2298666999924271,0.7978946906307699,1.5225696965734428,0.7246750059426729,0.1665786521830347,1145.7139759417585
PouCanCheButAme,Pound,Candy Outer,Cherry Cola,Butter Rum,Amethyst,0.3651267288881475,1.6953135156772,2.1511977120953465,0.4558841964181466,0.1664555053899596,720.7546706648346
PouCanOraBlaOpa,Pound,Candy Outer,Orange,Black Currant,Opal,0.3505948538222158,1.8797752665960301,2.3543459827827156,0.47457071618668545,0.16638205086977523,750.2981304019028
PouCanOraBlaOpa,Pound,Candy Outer,Orange,Black Currant,Opal,0.28677593408676205,1.7748557068378972,2.3543459827827156,0.5794902759448184,0.1661838651782708,916.1763585438828
PouChoBavDilBla,Pound,Chocolate Outer,Bavarian Cream,Dill Pickle,Black,0.21193697624711186,1.5265993050037467,2.3096742580880734,0.7830749530843266,0.16596253773154115,1238.0445173372289
